ファイル名,ページ,番号,日本語,翻訳
ミャンマー語_pdfplumber_抽出_最終版.csv,25,15.0,昇降階段,ခငမ််းအတငွ ်း် ရှိ သလက ာ်း
ミャンマー語_pdfplumber_抽出_最終版.csv,23,16.0,休憩所,နာ်းသနရနသ် နရာ
ミャンマー語_pdfplumber_抽出_最終版.csv,23,17.0,最大積載荷重,အမ ာ်းဆ်း ု တငန္် ငှို သ် ည ်ဲ့ ကနု အ် သလ်း ှိန်
ミャンマー語_pdfplumber_抽出_最終版.csv,23,18.0,喫煙所,သဆ်းလပှိ ်သသာကရ် နသ် နရာ
ミャンマー語_pdfplumber_抽出_最終版.csv,23,19.0,整理整頓,သနရ် ဲ့ င်း် သပ်ရပ်သနသအာင် အစ အစဥ်တက လပု ်ပါ
ミャンマー語_pdfplumber_抽出_最終版.csv,23,20.0,安全通路,အန္ရတ ာယက် င်း် သည်ဲ့ သလျှာကလ် မ််းသကကာင်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,24,1.0,三連クランプ,ြှ ၃ ဆု ကည် ပ်
ミャンマー語_pdfplumber_抽出_最終版.csv,24,2.0,ベルトコンベア （ベルコン）,သရွွဲ့လ ာ်းစက ် ါ်းပတ် (Belt conveyor)
ミャンマー語_pdfplumber_抽出_最終版.csv,24,3.0,かけや,သစ်သာ်းတအူ ကက်း စာ်း
ミャンマー語_pdfplumber_抽出_最終版.csv,54,4.0,かけや,သစ်သာ်းတအူ ကက်း စာ်း
ミャンマー語_pdfplumber_抽出_最終版.csv,24,4.0,ランマ,သခမဖှိစက ် (Rammer)
ミャンマー語_pdfplumber_抽出_最終版.csv,24,5.0,自在クランプ,ြှ လည ၍်ဲ့ ရသသာ ညပ် (Adjustable/Movable clamp)
ミャンマー語_pdfplumber_抽出_最終版.csv,24,6.0,キャッチクランプ,ြှ ဖမ််းညပ်ကရှိ ှိယာ (Catch clamp)
ミャンマー語_pdfplumber_抽出_最終版.csv,24,7.0,吊り上げ用クランプ,ြှ မ ရာတငွ သ် ်း ု သသာ ညပ်
ミャンマー語_pdfplumber_抽出_最終版.csv,25,8.0,直交クランプ,ရုှိကသ် ထာငမ်ဲ့ နက် သသာ ြှ ညပ် (Orthogonal clamp)
ミャンマー語_pdfplumber_抽出_最終版.csv,25,9.0,フック,ှိတသ် ကာက်
ミャンマー語_pdfplumber_抽出_最終版.csv,36,6.0,フック,သသ ာင်း် အဖ ာ်းရှိ သက်းွ ထာ်းသညအ်ဲ့ ပှိုင်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,25,10.0,ストレートシャックル,အသခဖာင ်ဲ့ တက် ငွ ်း် (Straight shackle)
ミャンマー語_pdfplumber_抽出_最終版.csv,25,11.0,滑車,စကသ် ်း
ミャンマー語_pdfplumber_抽出_最終版.csv,25,12.0,クレーン,ဝန ် စက ် (ကရှိန်း် )
ミャンマー語_pdfplumber_抽出_最終版.csv,25,13.0,移動式クレーン,သရွွဲ့လ ာ်းန္ငှို သ် ညက်ဲ့ ရှိန်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,25,14.0,介しゃくロープ,ကရှိန်း် ခဖငပ်ဲ့ စစည်း် ခပန ် ှိန် တငွ ဆ် ယွ ရူ နက်ကြုံှိ်း
ミャンマー語_pdfplumber_抽出_最終版.csv,25,16.0,筋かい止めピン,တသစာင်း် အာ်းခဖညထ်ဲ့ ည်ဲ့ သငွ ်း် ထာ်းသသာသစ်သာ်း တန်း် အာ်း ကတု ထ် ာ်းသည ်ဲ့ တယွ ဆ် က ် ပငင် တု ်
ミャンマー語_pdfplumber_抽出_最終版.csv,26,17.0,脚柱ジョイント,သအာကသ် ခ အမ တအ် ဆ က် (Leg column joint)
ミャンマー語_pdfplumber_抽出_最終版.csv,26,18.0,連結ピン,တယွ ဆ် ကပ် ငင် တု ် (Connecting pin)
ミャンマー語_pdfplumber_抽出_最終版.csv,26,19.0,ジョイント金具,တယွ ဆ် ကသ် တတ ြုံခပာ်း (Joint metal fittings)
ミャンマー語_pdfplumber_抽出_最終版.csv,26,20.0,レバーブロック,လဗ ာ ေသလာက်(စကသ် ်း ) (Lever block)
ミャンマー語_pdfplumber_抽出_最終版.csv,26,21.0,電動のこ（丸のこ）,လျှပ်စစ်လ (မာရုန္ကှို ဲ့ ှို)
ミャンマー語_pdfplumber_抽出_最終版.csv,26,22.0,モンキースパナ,ရွ င ် (Monkey spanner)
ミャンマー語_pdfplumber_抽出_最終版.csv,26,23.0,親綱支柱,လခ ု ြုံ ‌သရ်း ါ်းပတက်ကြုံှိ်းက ှို ှိ တဆ် သွ ညက်ဲ့ကြုံှိ်းက ှို သထာက ် သ ညတ်ဲ့ ငှို ်
ミャンマー語_pdfplumber_抽出_最終版.csv,26,24.0,ブラケット,အထနှိ ်း် အသထာက်
ミャンマー語_pdfplumber_抽出_最終版.csv,26,25.0,梯子,လပု ်ငန်း် ငွ သ် ်း ု သလက ာ်း
ミャンマー語_pdfplumber_抽出_最終版.csv,27,1.0,親綱,လခ ု ြုံ သရ်း ါ်းပတက်ကြုံှိ်းကှို ှိတဆ် ယွ သူ ညက်ဲ့ကြုံှိ်း
ミャンマー語_pdfplumber_抽出_最終版.csv,27,2.0,建枠（ビティ）,အသငသ်ဲ့ ်း ု ခငမ််းသောင်
ミャンマー語_pdfplumber_抽出_最終版.csv,27,3.0,メッシュシート,ဆန ် ါကကွ ်(ပှိုကက် ကွ ်) အ င်း် ခပာ်း
ミャンマー語_pdfplumber_抽出_最終版.csv,27,4.0,防音パネル,အသက ာသောငခ်ပာ်း
ミャンマー語_pdfplumber_抽出_最終版.csv,27,5.0,朝顔材,ခပြုံတက် လာသညပ်ဲ့ စစည်း် ကှို ဖမ််း သ ပ်းသညအ်ဲ့
ミャンマー語_pdfplumber_抽出_最終版.csv,27,6.0,架空線,ဓာတအ် ာ်းလငှို ်း် ကကြုံှိ်း
ミャンマー語_pdfplumber_抽出_最終版.csv,27,7.0,幅木（仮設足場）,ကကမ််းခပငအ် စွန်း် မ သထာငထ် ာ်းသသာအခပာ်း (ယာယခ ငမ််း)
ミャンマー語_pdfplumber_抽出_最終版.csv,27,8.0,単管,ပှိုကလ် ်း ု
ミャンマー語_pdfplumber_抽出_最終版.csv,28,9.0,脚立,သ ါကသ် လက ာ်း
ミャンマー語_pdfplumber_抽出_最終版.csv,28,10.0,作業半径,လပု ်ငန်း် လပှု ်ရ ာ်းသနသည ်ဲ့ အ င်း် ဝက်
ミャンマー語_pdfplumber_抽出_最終版.csv,28,11.0,仮ボルト,သရ ွဲ့သခပ်းယာယတ ပ်ဆငသ် ညမ်ဲ့ ူလ
ミャンマー語_pdfplumber_抽出_最終版.csv,28,12.0,手直し,ြှ ခပနလ် ည ် ှိနည် ခှိ င်း် /ခပငဆ် ငခ် င်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,28,13.0,面一,မ ကန္် ာ ခပငန္် စ ် အု ကကာ်းအ လပ်မရှိ ထကှိ ပ်သနခ င်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,28,14.0,点検事項,စစ်သဆ်းရမညအ်ဲ့ ကမ် ာ်း
ミャンマー語_pdfplumber_抽出_最終版.csv,28,15.0,積載荷重,တငသ် ဆာငန္် ငှို သ် ညက်ဲ့ နု အ် သလ်း ှိန်
ミャンマー語_pdfplumber_抽出_最終版.csv,28,16.0,すき間,ကကာ်းလပ်သနသညသ်ဲ့ နရာ
ミャンマー語_pdfplumber_抽出_最終版.csv,28,17.0,通りを見る,သခဖာငမ်ဲ့ သခဖာငက်ဲ့ကညသ်ဲ့ ည်
ミャンマー語_pdfplumber_抽出_最終版.csv,29,18.0,組立,သပါင်း် စပ်တညသ် ဆာကခ် င်း် / ဆငခ် င်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,29,19.0,地組,ရှုပ်သထ်းွ သသာအစှိတအ် ပှိုင်း် မ ာ်းကသှို ခမသပေါ်တငွ ယ် ာယ တပ်ဆငခ် င်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,29,20.0,天端,ကနွ က် ရစ်မ ကန္် ာ ခပငတ် ငွ ် စှိုကထ် ာ်းသသာ သသ ာင်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,29,21.0,玉掛け,ပစစည်း် မ ာ်း သယမ် ှိနတ် ငွ ် ခပြုံတမ် က သစရနက်ကြုံှိ်းခဖင ်ဲ့ ညခ် င်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,29,22.0,合図,အ ကခ်ပခ င်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,29,23.0,定格荷重,ပ ုသသသတမ် တအ် သလ်း ှိန်
ミャンマー語_pdfplumber_抽出_最終版.csv,29,24.0,たち,(သခမမ ကန္် ာ ခပငန္် င ်ဲ့) သထာငမ်ဲ့ နက် ခ င်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,30,2.0,安全帯,လခ ု ြုံ သရ်း ါ်းပတက်ကြုံှိ်း
ミャンマー語_pdfplumber_抽出_最終版.csv,30,3.0,インサート,ကနွ က် ရစ်ထတ ငွ ခ်မြုံပ်ထည်ဲ့ ထာ်းသသာ သထ ည ် အစှိတအ် ပှိုင်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,30,4.0,スペーサ,ကကာ်း ခ ပာ်း
ミャンマー語_pdfplumber_抽出_最終版.csv,30,5.0,鉄筋,သတ ငှို ၊်သသ ာင်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,30,6.0,電工ドラム（ドラム）,ပလတသ် ပါကမ် ာ်းပါသသာ ဓာတက်ကြုံှိ်းရစ်လ်း ု (ဒရမ်)
ミャンマー語_pdfplumber_抽出_最終版.csv,30,7.0,電動丸のこ（電のこ）,လျှပ်စစ်လအ ဝှိုင်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,30,8.0,パッキン,အလပ ု ှိတရ် နသ် ်း ု သသာ သရာ်ောကငွ ်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,30,9.0,小バール,သေ ာ်းသ ာင်း် အသသ်း
ミャンマー語_pdfplumber_抽出_最終版.csv,31,10.0,大バール,သေ ာ်းသ ာင်း် အကက်း
ミャンマー語_pdfplumber_抽出_最終版.csv,31,11.0,化粧合板,အလဆ င ် အထပ်သာ်းခပာ်း
ミャンマー語_pdfplumber_抽出_最終版.csv,31,12.0,普通合板,ရုှိ်းရုှိ်းအထပ်သာ်းခပာ်း
ミャンマー語_pdfplumber_抽出_最終版.csv,31,13.0,スタイロフォーム,သဖာခဲ့ပာ်း (Styrofoam)
ミャンマー語_pdfplumber_抽出_最終版.csv,31,14.0,面木,ပ ုစ ကွ သ် ောင၏် သထာငတ်ဲ့ ငွ ထ် ညသ်ဲ့ သာ ြှ သ်း ု သခမာငပ် ုအစှိတအ် ပှိုင်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,31,15.0,バイブレーター,လျှပ်စစ်တနု ် ါ စကက် ရှိ ှိယာ
ミャンマー語_pdfplumber_抽出_最終版.csv,31,16.0,剥離剤,ာွ သဆ်း
ミャンマー語_pdfplumber_抽出_最終版.csv,31,17.0,けこみ板,သလက ာ်း စသညတ် ၏ှို ဲ့ သဒါငလ် ကှို အ် ခပာ်း
ミャンマー語_pdfplumber_抽出_最終版.csv,31,18.0,目地棒,ကနွ က် ရစ်တငွ ် သခမာင်း် သဖာ်ရန ် ထညသ်ဲ့ သာ အသ ာင်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,31,19.0,コンクリート,ကနွ က် ရစ်
ミャンマー語_pdfplumber_抽出_最終版.csv,32,20.0,コンベックス,အလ ာ်းတငှို ်း် သည ်ဲ့ သသ ပတအ လပှိ ်
ミャンマー語_pdfplumber_抽出_最終版.csv,32,21.0,作業用手袋,လပု ်ငန်း် ငွ သ် ်း ု လကအ် ပှိ ်
ミャンマー語_pdfplumber_抽出_最終版.csv,32,22.0,差金,သသ ပတသ ထာငမ်ဲ့ န ် အသကာက်
ミャンマー語_pdfplumber_抽出_最終版.csv,32,23.0,水平器,သရခပငည် တ ငှို ်း် သည ်ဲ့ ကရှိ ှိယာ
ミャンマー語_pdfplumber_抽出_最終版.csv,32,24.0,墨さし,သစ်သာ်းတငွ ် အမ တအ် သာ်း သရ်းခ စ်ရန် သ်း ု သသာ ဝါ်း ျွနခ်ပာ်း
ミャンマー語_pdfplumber_抽出_最終版.csv,32,25.0,墨つぼ,မငအ် နက ် ထညသ်ဲ့ သာ သစ်သာ်းအု်းှိ
ミャンマー語_pdfplumber_抽出_最終版.csv,33,1.0,丸セパレーター （丸セパ）,ပ ုစ ကွ သ် ောငတ် ပ်ဆငရ် ာ တငွ ် သတမ် တထ် ာ်းသသာ အက ယက် ှို မ နက် နစ် ွာ ထနှိ ်း် ရန ် သ်း ု သသာ သတတ ြုံသ ာင်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,33,2.0,天端釘,ကနွ က် ရစ်မ ကန္် ာ ခပငတ် ငွ ် စှိုကထ် ာ်းသသာ သသ ာင်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,33,3.0,ケレン,သနရ် ဲ့ င်း် သရ်း
ミャンマー語_pdfplumber_抽出_最終版.csv,33,4.0,型枠支保工,ကနွ က် ရစ်သလာင်း် ှိနတ် ငွ ် ပ ုစ ကွ သ် ောငက် ှို သထာကက် နသ် ည ်ဲ့ လပု ်ငန်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,33,5.0,基礎型枠 （メタルフォーム）,သအာက ် က နွ က် ရစ်တငွ ် သဒါငလ် ကှို စ် ှိုကထ် ာ်းသသာ သတ ငှို ပ် တလ် ည၌် ဆငသ် သာသောင်
ミャンマー語_pdfplumber_抽出_最終版.csv,33,6.0,釘仕舞い,ရုှိကထ် ာ်းသသာ သသ ာင်း် မ ာ်းက ှို ခပနန္် တှု သ် မှိ ််းဆည်း် ခ င်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,33,7.0,スラブ天端,ကကမ််းခပငခ်ပာ်း
ミャンマー語_pdfplumber_抽出_最終版.csv,33,8.0,高さ（タッパ）,အခမင်ဲ့
ミャンマー語_pdfplumber_抽出_最終版.csv,33,9.0,建込み,သဒါငလ် ကှို ် တပ်ဆငခ် င်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,34,10.0,通り,ခပနခ်ပငခ် င်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,34,11.0,蹴上げ,သလက ာ်းတစ်ဆင၏်ဲ့ အခမင်ဲ့
ミャンマー語_pdfplumber_抽出_最終版.csv,34,12.0,蹴込み,သလက ာ်း၏ သခ နင်း် အက ယ်
ミャンマー語_pdfplumber_抽出_最終版.csv,34,13.0,工具の手入れ,ကရှိ ှိယာမ ာ်းက ှို ခပြုံခပငထ် နှိ ်း် သမှိ ််းခ င်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,34,14.0,下げ振り,ှိနသ် ်း
ミャンマー語_pdfplumber_抽出_最終版.csv,34,15.0,地墨,ကကမ််းခပင ် စသညတ် တှို ဲ့ ငွ ် ခ စ်မ တထ် ာ်းသသာ မင်
ミャンマー語_pdfplumber_抽出_最終版.csv,34,16.0,捨てコンクリート,သခမသာ်းသပေါ်တငွ သ် ရ ်းဥ ်းစွာ သလာင်း် သသာ ကနွ က် ရစ်အလာ
ミャンマー語_pdfplumber_抽出_最終版.csv,34,17.0,はね出し,ကျွ ထကွ သ် နခ င်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,34,18.0,はらみ,သဖာင်း် ကကခ င်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,35,19.0,前面,သရ ွဲ့မ ကန္် ာ ခပင်
ミャンマー語_pdfplumber_抽出_最終版.csv,35,20.0,養生,ပပ ်းသာွ ်းသသာအပှိုင်း် မ ာ်းကှို ထ ှိ ကှို မ် ှုမရှိ သစရန ် ထနှိ ်း် သမှိ ််းခ င်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,35,21.0,レベル,အနမှိ ်ဲ့အခမင၊်ဲ့ သရခပငည်
ミャンマー語_pdfplumber_抽出_最終版.csv,35,22.0,割付,သွ ဝသတမ် တခ် င်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,35,23.0,埋め込み金物,ြှ ခမြုံပ်ထာ်းသသာ သထ ညပ် စစည်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,35,24.0,解体する（バラス）,ပဖှိြုံဖ ကသ် ည်
ミャンマー語_pdfplumber_抽出_最終版.csv,35,25.0,かぶり寸法,သသ ာင်း် ကအှို ုပ်သည ်ဲ့ ကနွ က် ရစ်၏ အထူ
ミャンマー語_pdfplumber_抽出_最終版.csv,36,1.0,異形棒鋼,ပ ုသဏ္ဍာနမ် တညူ သ ည ်ဲ့ သသ ာင်း် မ ာ်း
ミャンマー語_pdfplumber_抽出_最終版.csv,36,2.0,結束線,တ ွ ညသ် ညက်ဲ့ကြုံှိ်း
ミャンマー語_pdfplumber_抽出_最終版.csv,36,3.0,結束工具,ညသ် န္ာ ငသ် ညက်ဲ့ ရှိ ှိယာ
ミャンマー語_pdfplumber_抽出_最終版.csv,36,4.0,鉄筋切断機,သသ ာင်း် ခဖတစ် က်
ミャンマー語_pdfplumber_抽出_最終版.csv,36,5.0,鉄筋曲げ加工機,သသ ာင်း် သက်းွ စက်
ミャンマー語_pdfplumber_抽出_最終版.csv,36,8.0,アンカー,ကနွ က် ရစ်မ အစွန်း် ထကွ သ် သ ာင်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,36,9.0,加工場,အလပု ်ရု
ミャンマー語_pdfplumber_抽出_最終版.csv,37,10.0,スペーサ―,ကနွ က် ရစ်သလာင်း် ှိန ် သသ ာင်း် မလပှု ်ရနန္် င ်ဲ့ သသ ာင်း် ၏ ကနွ က် ရစ် အတငွ ်း် ရှိ အနကက် ှို ထနှိ ်း် ရန ် သ်း ု သညပ်ဲ့ စစည်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,37,11.0,ドーナツ,သသ ာင်း် ၏ ကနွ က် ရစ် အတငွ ်း် ရှိ အနကက် ှို ထနှိ ်း် ရန ် သသ ာင်း် တငွ ် တပ်သည ်ဲ့ ပလပ်စတစ်ခပာ်း
ミャンマー語_pdfplumber_抽出_最終版.csv,37,12.0,加工配筋図,သက ကူ နွ က် ရစ် တညသ် ဆာကရ် နပ် ု
ミャンマー語_pdfplumber_抽出_最終版.csv,37,13.0,配筋詳細図,သက ကူ နွ က် ရစ် တညသ် ဆာကခ် င်း် အသသ်းစှိတပ် ု
ミャンマー語_pdfplumber_抽出_最終版.csv,37,14.0,開口補強筋,အသပါက ် အာ်းကသူ သ ာင်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,37,15.0,幅止め筋,သသ ောင၏် အက ယ ် ပငမှိ ်သစရန ် ကနလ် ဲ့ န ် ဲ့ ထ ာ်းသည ်ဲ့ သသ ာင်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,37,16.0,差筋,(ကနွ က် ရစ်တငွ ်) အစွန်း် ထကွ သ် သ ာင်း် က ှို စှိုကသ် ငွ ်း် ခ င်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,37,17.0,柱主筋,သကာ်လတ ငှို ် အဓှိကသတ ငှို ်
ミャンマー語_pdfplumber_抽出_最終版.csv,37,18.0,柱配筋,သကာ်လတ ငှို အ် ာ်း သထာကက် နသ် ပ်းသည ်ဲ့ သသ ာင်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,38,19.0,スラブ筋,ကကမ််း င်း် အတငွ ်း် ရှိ သသ ာင်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,38,20.0,ベース筋,သအာက ် သ သ ာင်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,38,21.0,帯筋（フープ）,သကာ်လတ ငှို သ် သ ာင်း် အာ်း ပတထ် ာ်းသညသ်ဲ့ သ ွ
ミャンマー語_pdfplumber_抽出_最終版.csv,38,22.0,下端筋,ရကမ် ရှိ သသ ၏ွ သအာကေ် ကရ် ှိ သသ ာင်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,38,23.0,上端筋,ရကမ် ရှိ သသ ၏ွ အသပေါ်ေကရ် ှိ သသ ာင်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,38,24.0,主筋,အဓှိကသသ ာင်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,38,25.0,あばら筋,ရကမ် စသည ်ဲ့ အလ ာ်းလကှို ် သနရာမ ာ်းတငွ ် သ်း ု သည ်ဲ့ သသ ာင်း် ငယ်
ミャンマー語_pdfplumber_抽出_最終版.csv,39,1.0,はかま筋,သဆ ငရ် ာတငွ ် အသပေါ်ေကခ် မ််းရှိ သသ ာင်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,39,2.0,縦筋,သဒါငလ် ကှို သ် သ ာင်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,39,3.0,下筋,ရကမ် ၏ သအာကပ် ှိုင်း် ရှိ သသ ာင်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,39,4.0,横筋,အလ ာ်းလကှို သ် သ ာင်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,39,5.0,腹筋,အဓှိကသတ ငှို န္် င အ်ဲ့ ပပှိြုံင ် ထညသ်ဲ့ ငွ ်း် ထာ်းသည ်ဲ့ သသ ာင်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,39,6.0,配力筋,အဓှိကသတ ငှို န္် င ်ဲ့ သထာငမ်ဲ့ နအ် သနအထာ်း တယွ ဆ် ကသ် ည ်ဲ့ သသ ာင်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,39,7.0,上筋,ရကမ် ၏ အသပေါ် ပှိုင်း် ရှိ သသ ာင်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,39,8.0,スパイラル筋,စပရငက် သ ဲ့ ှို ရဲ့ စ်သ သွ ည ်ဲ့ ပ ုစ ရှိ သသ ာင်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,39,9.0,鉄筋径,သသ ောင၏် အ င်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,39,10.0,かぶり厚さ,သသ ာင်း် က ှို ဖ ု်းအုပ်ထာ်းသသာ ကနွ က် ရစ်၏ အထူ
ミャンマー語_pdfplumber_抽出_最終版.csv,40,11.0,角度,သထာင်ဲ့
ミャンマー語_pdfplumber_抽出_最終版.csv,40,12.0,シングル,(သတ ငှို )် တစ်တန်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,40,13.0,ダブル,(သတ ငှို )် န္စ ်တန်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,40,14.0,千鳥結束,ကကကသ် ခ တ ် ညသ် န္ာ ငခ် င်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,40,15.0,切断寸法,ခဖတသ် တာကမ် ည ်ဲ့ အရ ည်
ミャンマー語_pdfplumber_抽出_最終版.csv,40,16.0,加工寸法,ခပြုံခပငလ် ပု ်သဆာငမ် ည ်ဲ့ အတငှို ်း် အတာ
ミャンマー語_pdfplumber_抽出_最終版.csv,40,17.0,重ね継手,သသ ာင်း် ၂ သ ာင်း် ၏ အဖ ာ်းက ှို ထပ်၍ ဆကခ် င်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,40,18.0,圧接継手,ဖှိအာ်းခဖင ်ဲ့ တယွ ဆ် ကခ် င်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,40,19.0,開口部,သသ ောငဆ် ငရ် ာတငွ ် အလယ၌် နထ် ာ်း သ ဲ့ ည်ဲ့ အသပါက်
ミャンマー語_pdfplumber_抽出_最終版.csv,40,20.0,溶接金網,ဂသဟဆကထ် ာ်းသသာ သသ ာင်း် ဆန ် ါကကွ ်
ミャンマー語_pdfplumber_抽出_最終版.csv,41,21.0,搬出,(ပစစည်း် ) ထတု ခ် င်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,41,22.0,搬入,(ပစစည်း် ) သငွ ်း် ခ င်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,41,23.0,基礎,သအာကသ် ခ သဖာငသ် ဒ်းရ င်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,41,24.0,機械式継手,သသ ာင်း် ၂ သ ာင်း် က ှို စကက် သှို ်း ု ၍ ဆကခ် င်း်
ミャンマー語_pdfplumber_抽出_最終版.csv,41,25.0,配筋検査,သသ ောငဆ် ငပ်ပ ်းသနာက ် စစ်သဆ်းမှု
ミャンマー語_pdfplumber_抽出_最終版.csv,42,1.0,トラクタ,ထနွ စ် က ် (Tractor)
ミャンマー語_pdfplumber_抽出_最終版.csv,42,2.0,ブルドーザ,သခမထ်းှို စက ် (ေဒူ ဇှို ာ)
ミャンマー語_pdfplumber_抽出_最終版.csv,42,3.0,トラクタショベル,ထရကတ် ာသရ ာ်ဗယ ် (Tractor shovel)
ミャンマー語_pdfplumber_抽出_最終版.csv,42,4.0,ホイルローダ,ကာ်းေ်း ခဖငသ်ဲ့ ာွ ်းသသာ ထရကတ် ာသရ ာ်ဗယက် ာ်း
ミャンマー語_pdfplumber_抽出_最終版.csv,42,5.0,ダンプトラック,သခမသက ာကသ် ယက် ာ်း (Dump truck)
ミャンマー語_pdfplumber_抽出_最終版.csv,42,6.0,油圧ショベル,ဟကှို ဒ် သရာလစ်သရ ာ်ဗယ ် (Hydraulic shovel)
ミャンマー語_pdfplumber_抽出_最終版.csv,42,7.0,バックホウ,ေကဟ် ်းှို
ミャンマー語_pdfplumber_抽出_最終版.csv,42,8.0,ローディングショベル,သခမသက ာကတ် ငဖ် ှိုရဲ့ ာတငွ သ် ်း ု သသာ ဟကှို ဒ် သရာလစ် သရ ာ်ဗယ ် (Loading shovel)
ミャンマー語_pdfplumber_抽出_最終版.csv,43,9.0,ローラ,တလမှိ ်ဲ့တ်း ု (ရုှိလာ)
ミャンマー語_pdfplumber_抽出_最終版.csv,43,10.0,バケット,သခမသက ာကသ် ယ ် ကွ ် (Bucket)
ミャンマー語_pdfplumber_抽出_最終版.csv,43,11.0,ブーム,ကရှိန်း် ၊သရ ာ်ဗယက် ာ်း စသညတ် ၏ှို ဲ့ လကတ် အရင်း် ပှိုင်း် (Boom)
ミャンマー語_pdfplumber_抽出_最終版.csv,43,12.0,アーム,ကရှိန်း် ၊သရ ာ်ဗယက် ာ်း စသညတ် ၏ှို ဲ့ လကတ် အဖ ာ်းပှိုင်း် (Arm)
ミャンマー語_pdfplumber_抽出_最終版.csv,43,13.0,ブレード（排土板）,သခမတနွ ်း် သရ ွဲ့သည ်ဲ့ ေလတှိ ခ်ပာ်း
ミャンマー語_pdfplumber_抽出_最終版.csv,43,14.0,タイヤ,ေ်း ၊ တာယာ
ミャンマー語_pdfplumber_抽出_最終版.csv,43,15.0,クローラ,ယာဥ်၏ေ်း မ ာ်းကပှို တ၍် လမှိ ်ဲ့သသာ (သရာ်ော) ှိန်း် ါ်းပတခ်ပာ်း
ミャンマー語_pdfplumber_抽出_最終版.csv,43,16.0,キー（鍵）,သသာဲ့
ミャンマー語_pdfplumber_抽出_最終版.csv,43,17.0,作業装置 （アタッチメント）,လပု ်ငန်း် သ်း ု တပ်ဆငစ် ရာ ကရှိ ှိယာ (Attachment)
ミャンマー語_pdfplumber_抽出_最終版.csv,43,18.0,エンジン,အငဂ် ငစ် က်
ミャンマー語_pdfplumber_抽出_最終版.csv,43,19.0,ディーゼルエンジン,ဒဇ ယအ် ငဂ် ငစ် က်
ミャンマー語_pdfplumber_抽出_最終版.csv,44,20.0,エンジンオイル,အငဂ် ငဝ် ှိုင၊်အငဂ် ငဆ်
ミャンマー語_pdfplumber_抽出_最終版.csv,44,21.0,オルタネータ （充電発電機）,ခပနလ် န လ် ျှပ်ထတု စ် က ် (သအာ်လတ် ာသနတာ)
