行ID,ファイル名,言語,ページ,番号,日本語,翻訳
1111,タイ語_pdfplumber_抽出_最終版.csv,タイ語,8,10.0,汚い,สกปรก
1112,タイ語_pdfplumber_抽出_最終版.csv,タイ語,8,11.0,汚れる,เปรอะ
1113,タイ語_pdfplumber_抽出_最終版.csv,タイ語,8,12.0,分別（する）,การแบง่ แยกประเภท (แบง่ แยกประเภท)
1114,タイ語_pdfplumber_抽出_最終版.csv,タイ語,8,13.0,燃えないごみ,ขยะเผาไมไ่ ด้
1115,タイ語_pdfplumber_抽出_最終版.csv,タイ語,8,14.0,燃えるごみ,ขยะเผาได้
1116,タイ語_pdfplumber_抽出_最終版.csv,タイ語,8,15.0,挟まれる,ถกู หนีบ
1117,タイ語_pdfplumber_抽出_最終版.csv,タイ語,8,16.0,巻き込まれる,โดนเกยี่ ว
1118,タイ語_pdfplumber_抽出_最終版.csv,タイ語,8,17.0,やけど（する）,แผลไฟลวก (โดนไฟลวก)
1119,タイ語_pdfplumber_抽出_最終版.csv,タイ語,8,18.0,落ちる,ตก
1120,タイ語_pdfplumber_抽出_最終版.csv,タイ語,8,19.0,すべる,ลนื่
1121,タイ語_pdfplumber_抽出_最終版.csv,タイ語,9,20.0,転ぶ,หกลม้
1122,タイ語_pdfplumber_抽出_最終版.csv,タイ語,9,21.0,濡れる,เปียก
1123,タイ語_pdfplumber_抽出_最終版.csv,タイ語,9,22.0,衛生,อนามัย
1124,タイ語_pdfplumber_抽出_最終版.csv,タイ語,9,23.0,避難（する）,การอพยพหนีภัย (อพยพ หนีภัย)
1125,タイ語_pdfplumber_抽出_最終版.csv,タイ語,9,24.0,救急車,รถพยาบาล
1126,タイ語_pdfplumber_抽出_最終版.csv,タイ語,9,25.0,災害,ภัยพบิ ัติ
1127,タイ語_pdfplumber_抽出_最終版.csv,タイ語,9,26.0,地震,แผน่ ดนิ ไหว
1128,タイ語_pdfplumber_抽出_最終版.csv,タイ語,9,27.0,もぐる,มดุ
1129,タイ語_pdfplumber_抽出_最終版.csv,タイ語,10,1.0,火気厳禁,หา้ มใชไ้ ฟ
1130,タイ語_pdfplumber_抽出_最終版.csv,タイ語,18,3.0,火気厳禁,หา้ มจดุ ไฟ
1131,タイ語_pdfplumber_抽出_最終版.csv,タイ語,10,2.0,開放厳禁,หา้ มเปิดทงิ้ ไว้
1132,タイ語_pdfplumber_抽出_最終版.csv,タイ語,10,3.0,標識,เครอื่ งหมาย
1133,タイ語_pdfplumber_抽出_最終版.csv,タイ語,10,4.0,気をつける,ระมัดระวัง
1134,タイ語_pdfplumber_抽出_最終版.csv,タイ語,10,5.0,持ち込む,น าเขา้ ไป
1135,タイ語_pdfplumber_抽出_最終版.csv,タイ語,10,6.0,防ぐ,ป้องกนั
1136,タイ語_pdfplumber_抽出_最終版.csv,タイ語,10,7.0,火,ไฟ
1137,タイ語_pdfplumber_抽出_最終版.csv,タイ語,10,8.0,煙,ควัน
1138,タイ語_pdfplumber_抽出_最終版.csv,タイ語,10,9.0,消火,ดับเพลงิ
1139,タイ語_pdfplumber_抽出_最終版.csv,タイ語,10,10.0,消火器,ถังดับเพลงิ
1140,タイ語_pdfplumber_抽出_最終版.csv,タイ語,19,11.0,消火器,ถังดับเพลงิ
1141,タイ語_pdfplumber_抽出_最終版.csv,タイ語,10,11.0,非常ベル,กระดงิ่ เตอื นภัย
1142,タイ語_pdfplumber_抽出_最終版.csv,タイ語,10,12.0,火災報知機,เครอื่ งเตอื นอคั คภี ัย
1143,タイ語_pdfplumber_抽出_最終版.csv,タイ語,10,13.0,逃げる,หลบหนี
1144,タイ語_pdfplumber_抽出_最終版.csv,タイ語,10,14.0,現場,หนา้ งาน
1145,タイ語_pdfplumber_抽出_最終版.csv,タイ語,10,15.0,作業,งาน
1146,タイ語_pdfplumber_抽出_最終版.csv,タイ語,10,16.0,ミーティング,มตี ตงิ้
1147,タイ語_pdfplumber_抽出_最終版.csv,タイ語,10,17.0,研修（する）,การฝึกงาน (ฝึกงาน)
1148,タイ語_pdfplumber_抽出_最終版.csv,タイ語,10,18.0,実習（する）,การฝึกภาคปฏบิ ัต ิ(ฝึก ภาคปฏบิ ัต)ิ
1149,タイ語_pdfplumber_抽出_最終版.csv,タイ語,10,19.0,あいさつ,ทักทาย
1150,タイ語_pdfplumber_抽出_最終版.csv,タイ語,10,20.0,確認（する）,การตรวจสอบ (ตรวจสอบ)
1151,タイ語_pdfplumber_抽出_最終版.csv,タイ語,15,16.0,確認（する）,"การตรวจยนื ยนั (ตรวจ ยนื ยนั ), การตรวจสอบ (ตรวจสอบ)"
1152,タイ語_pdfplumber_抽出_最終版.csv,タイ語,11,21.0,報告（する）,การรายงาน (รายงาน)
1153,タイ語_pdfplumber_抽出_最終版.csv,タイ語,11,22.0,連絡（する）,การตดิ ตอ่ (ตดิ ตอ่ )
1154,タイ語_pdfplumber_抽出_最終版.csv,タイ語,11,23.0,相談（する）,การปรกึ ษา (ปรกึ ษา)
1155,タイ語_pdfplumber_抽出_最終版.csv,タイ語,11,24.0,渡す,ยนื่ ให้
1156,タイ語_pdfplumber_抽出_最終版.csv,タイ語,11,25.0,申請書,ใบค ารอ้ ง
1157,タイ語_pdfplumber_抽出_最終版.csv,タイ語,11,26.0,寝坊（する）,่ ่ การตนื สาย (ตนื สาย)
1158,タイ語_pdfplumber_抽出_最終版.csv,タイ語,12,1.0,技能,ทกั ษะทางเทคนิค
1159,タイ語_pdfplumber_抽出_最終版.csv,タイ語,12,2.0,技能検定試験,การสอบวดั ระดับทกั ษะ ทางเทคนคิ
1160,タイ語_pdfplumber_抽出_最終版.csv,タイ語,12,3.0,受検（する）,การเขา้ สอบ (เขา้ สอบ)
1161,タイ語_pdfplumber_抽出_最終版.csv,タイ語,12,4.0,資格,คณุ สมบัติ
1162,タイ語_pdfplumber_抽出_最終版.csv,タイ語,12,5.0,手当,"เบยี้ เลยี้ ง, เงนิ ชว่ ยเหลอื"
1163,タイ語_pdfplumber_抽出_最終版.csv,タイ語,12,6.0,社員,พนักงานบรษิ ัท
1164,タイ語_pdfplumber_抽出_最終版.csv,タイ語,12,7.0,部長,หัวหนา้ ฝ่าย
1165,タイ語_pdfplumber_抽出_最終版.csv,タイ語,12,8.0,課長,หัวหนา้ แผนก
1166,タイ語_pdfplumber_抽出_最終版.csv,タイ語,12,9.0,更衣室,หอ้ งเปลยี่ นเสอื้ ผา้
1167,タイ語_pdfplumber_抽出_最終版.csv,タイ語,12,10.0,台車,รถเข็น
1168,タイ語_pdfplumber_抽出_最終版.csv,タイ語,12,11.0,床,พนื้
1169,タイ語_pdfplumber_抽出_最終版.csv,タイ語,12,12.0,出口,ทางออก
1170,タイ語_pdfplumber_抽出_最終版.csv,タイ語,12,13.0,電気,ไฟฟ้า
1171,タイ語_pdfplumber_抽出_最終版.csv,タイ語,12,14.0,警報音,เสยี งสัญญานเตอื นภัย
1172,タイ語_pdfplumber_抽出_最終版.csv,タイ語,12,15.0,コンセント,"ปล๊กั ไฟ(ตัวเมยี ), เตา้ เสยี บ"
1173,タイ語_pdfplumber_抽出_最終版.csv,タイ語,12,16.0,作業場,สถานทปี่ ฏบิ ัตงิ าน
1174,タイ語_pdfplumber_抽出_最終版.csv,タイ語,12,17.0,作業台,โตะ๊ ท างานชา่ ง
1175,タイ語_pdfplumber_抽出_最終版.csv,タイ語,12,18.0,工事現場,สถานทกี่ อ่ สรา้ ง
1176,タイ語_pdfplumber_抽出_最終版.csv,タイ語,12,19.0,職長,หัวหนา้ งาน
1177,タイ語_pdfplumber_抽出_最終版.csv,タイ語,25,25.0,職長,หวั หนา้ งาน
1178,タイ語_pdfplumber_抽出_最終版.csv,タイ語,12,20.0,作業責任者,ผรู้ ับผดิ ชอบงาน
1179,タイ語_pdfplumber_抽出_最終版.csv,タイ語,13,1.0,禁止,หา้ ม
1180,タイ語_pdfplumber_抽出_最終版.csv,タイ語,13,2.0,表示板,ป้ายประกาศ
1181,タイ語_pdfplumber_抽出_最終版.csv,タイ語,13,3.0,禁止事項,ขอ้ หา้ ม
1182,タイ語_pdfplumber_抽出_最終版.csv,タイ語,13,4.0,避難訓練,การฝึกหลบภัยหรอื หนีภัย
1183,タイ語_pdfplumber_抽出_最終版.csv,タイ語,13,5.0,感電（する）,"ไฟฟ้าดดู (ถกู ไฟฟ้าดดู ), ไฟฟ้าช็อต (ถกู ไฟฟ้าช็อต)"
1184,タイ語_pdfplumber_抽出_最終版.csv,タイ語,13,6.0,防止（する）,การป้องกนั ไมใ่ หเ้กดิ (ป้องกนั ไมใ่ หเ้กดิ )
1185,タイ語_pdfplumber_抽出_最終版.csv,タイ語,13,7.0,予防（する）,การป้องกนั ลว่ งหนา้ (ป้องกนั ลว่ งหนา้ )
1186,タイ語_pdfplumber_抽出_最終版.csv,タイ語,13,8.0,転倒（する）,"ลม้ (ลม้ ), การหกลม้ (หก ลม้ )"
1187,タイ語_pdfplumber_抽出_最終版.csv,タイ語,13,9.0,挟まる,"คั่น, หนีบ, ตดิ อยู่"
1188,タイ語_pdfplumber_抽出_最終版.csv,タイ語,13,10.0,足元,ทเี่ ทา้
1189,タイ語_pdfplumber_抽出_最終版.csv,タイ語,13,11.0,不安定（な）,ไมม่ ั่นคง
1190,タイ語_pdfplumber_抽出_最終版.csv,タイ語,13,12.0,後片付け,ท าความสะอาดและเกบ็ เขา้ ที่
1191,タイ語_pdfplumber_抽出_最終版.csv,タイ語,13,13.0,救急箱,กลอ่ งปฐมพยาบาล
1192,タイ語_pdfplumber_抽出_最終版.csv,タイ語,13,14.0,絆創膏,"พลาสเตอรย์ า, เทป สา หรับปิดแผล"
1193,タイ語_pdfplumber_抽出_最終版.csv,タイ語,13,15.0,体調,สภาพรา่ งกาย
1194,タイ語_pdfplumber_抽出_最終版.csv,タイ語,14,16.0,血,เลอื ด
1195,タイ語_pdfplumber_抽出_最終版.csv,タイ語,14,17.0,熱中症,โรคลมแดด
1196,タイ語_pdfplumber_抽出_最終版.csv,タイ語,14,18.0,吐き気,คลนื่ ไส้
1197,タイ語_pdfplumber_抽出_最終版.csv,タイ語,14,19.0,嘔吐（する）,อาเจยี น (อาเจยี น)
1198,タイ語_pdfplumber_抽出_最終版.csv,タイ語,14,20.0,足がつる,มอี าการตะครวิ ทขี่ า
1199,タイ語_pdfplumber_抽出_最終版.csv,タイ語,14,21.0,気分が悪い,รสู้ กึ ไมส่ บาย
1200,タイ語_pdfplumber_抽出_最終版.csv,タイ語,14,22.0,寝不足,นอนไมพ่ อ
1201,タイ語_pdfplumber_抽出_最終版.csv,タイ語,14,23.0,安全ネット,เครอื ขา่ ยความปลอดภัย
1202,タイ語_pdfplumber_抽出_最終版.csv,タイ語,14,24.0,安全点検,การตรวจเช็คความ ปลอดภัย
1203,タイ語_pdfplumber_抽出_最終版.csv,タイ語,15,1.0,KY活動（危険予知活動）,กจิ กรรมKY (กจิ กรรมฝึก การคาดการณ์อนั ตราย ลว่ งหนา้ )
1204,タイ語_pdfplumber_抽出_最終版.csv,タイ語,15,2.0,危険,อนั ตราย
1205,タイ語_pdfplumber_抽出_最終版.csv,タイ語,15,3.0,ぶつかる,ชน
1206,タイ語_pdfplumber_抽出_最終版.csv,タイ語,15,4.0,当たる,"โดน, กระทบ"
1207,タイ語_pdfplumber_抽出_最終版.csv,タイ語,15,5.0,下敷きになる,โดนทับ
1208,タイ語_pdfplumber_抽出_最終版.csv,タイ語,15,6.0,打つ,"ต,ี ตอก, เคาะ"
1209,タイ語_pdfplumber_抽出_最終版.csv,タイ語,15,7.0,バランスを崩す,เสยี การทรงตัว
1210,タイ語_pdfplumber_抽出_最終版.csv,タイ語,15,8.0,倒れる,"ลม้ , ลม้ ป่วย"
1211,タイ語_pdfplumber_抽出_最終版.csv,タイ語,15,9.0,転落（する）,การพลัดตกลงมา (พลัด ตกลงมา)
1212,タイ語_pdfplumber_抽出_最終版.csv,タイ語,15,10.0,指差呼称,การท ามอื ชแี้ ละปากย ้า เพอื่ ความปลอดภัย
1213,タイ語_pdfplumber_抽出_最終版.csv,タイ語,15,11.0,ヒヤリハット,เหตกุ ารณ์เกอื บเกดิ อบุ ัตเิ หตุ
1214,タイ語_pdfplumber_抽出_最終版.csv,タイ語,15,12.0,原因,สาเหตุ
1215,タイ語_pdfplumber_抽出_最終版.csv,タイ語,15,13.0,対策,การรับมอื กบั ปัญหา
1216,タイ語_pdfplumber_抽出_最終版.csv,タイ語,15,14.0,落下（する）,"การหลน่ (หลน่ ), การตก ลงมา (การตกลงมา)"
1217,タイ語_pdfplumber_抽出_最終版.csv,タイ語,15,15.0,墜落（する）,"การตกลงมาจากทสี่ งู (ตก ลงมาจากทสี่ งู ), การตกดงิ่ (ตกดงิ่ )"
1218,タイ語_pdfplumber_抽出_最終版.csv,タイ語,16,1.0,作業着,ชดุ ทำ งำน
1219,タイ語_pdfplumber_抽出_最終版.csv,タイ語,16,2.0,作業服,ชดุ ใสป่ ฏบิ ตั งิ ำน
1220,タイ語_pdfplumber_抽出_最終版.csv,タイ語,16,3.0,作業靴,รองเทา้ ปฏบิ ัตงิ าน
1221,タイ語_pdfplumber_抽出_最終版.csv,タイ語,16,4.0,手袋,ถุงมอื
1222,タイ語_pdfplumber_抽出_最終版.csv,タイ語,16,5.0,帽子,หมวก
1223,タイ語_pdfplumber_抽出_最終版.csv,タイ語,16,6.0,保護帽（ヘルメット）,้ หมวกนิรภยั (หมวกเซฟต)ี
1224,タイ語_pdfplumber_抽出_最終版.csv,タイ語,32,7.0,保護帽（ヘルメット）,หมวกนริ ภัย (หมวกเซฟต)ี้
1225,タイ語_pdfplumber_抽出_最終版.csv,タイ語,16,7.0,保護具,อปุ กรณ์ป้องกัน
1226,タイ語_pdfplumber_抽出_最終版.csv,タイ語,16,8.0,あごひも,สายรัดคาง
1227,タイ語_pdfplumber_抽出_最終版.csv,タイ語,16,9.0,ボタン,กระดมุ
1228,タイ語_pdfplumber_抽出_最終版.csv,タイ語,16,10.0,ポケット,กระเป๋า
1229,タイ語_pdfplumber_抽出_最終版.csv,タイ語,16,11.0,保護メガネ,แวน่ ตำป้องกนั
1230,タイ語_pdfplumber_抽出_最終版.csv,タイ語,16,12.0,マスク,"หนา้ กาก, หนา้ กากอนามัย"
1231,タイ語_pdfplumber_抽出_最終版.csv,タイ語,16,13.0,耳栓,ทอี่ ดุ หู
1232,タイ語_pdfplumber_抽出_最終版.csv,タイ語,16,14.0,安全靴,รองเทำ้ นิรภยั
1233,タイ語_pdfplumber_抽出_最終版.csv,タイ語,16,15.0,墜落制止用器具（安全 帯）,่ อปุ กรณป์ ้องกนั กำรตกจำกที สงู (สำยรดั ตวั กนั ตก)
1234,タイ語_pdfplumber_抽出_最終版.csv,タイ語,17,16.0,業務,"งาน, ภาระหนา้ ที่"
1235,タイ語_pdfplumber_抽出_最終版.csv,タイ語,17,17.0,時間厳守,การตรงตอ่ เวลา
1236,タイ語_pdfplumber_抽出_最終版.csv,タイ語,17,18.0,予定,ก าหนดการ
1237,タイ語_pdfplumber_抽出_最終版.csv,タイ語,17,19.0,日付,วันที่
1238,タイ語_pdfplumber_抽出_最終版.csv,タイ語,17,20.0,準備（する）,(การ)เตรยี ม
1239,タイ語_pdfplumber_抽出_最終版.csv,タイ語,17,21.0,会議,การประชมุ
1240,タイ語_pdfplumber_抽出_最終版.csv,タイ語,17,22.0,朝礼,การประชมุ เชา้ กอ่ นเรมิ่ งาน
1241,タイ語_pdfplumber_抽出_最終版.csv,タイ語,17,23.0,報告書,หนังสอื รายงาน
1242,タイ語_pdfplumber_抽出_最終版.csv,タイ語,17,24.0,マニュアル,คมู่ อื
1243,タイ語_pdfplumber_抽出_最終版.csv,タイ語,17,25.0,作業手順書,คมู่ อื ขนั้ ตอนการปฏบิ ัตงิ าน
1244,タイ語_pdfplumber_抽出_最終版.csv,タイ語,17,26.0,調子,สภาพการท างานของ รา่ งกายหรอื เครอื่ งจักร
1245,タイ語_pdfplumber_抽出_最終版.csv,タイ語,18,1.0,立入禁止,หา้ มเขา้
1246,タイ語_pdfplumber_抽出_最終版.csv,タイ語,18,2.0,禁煙,หา้ มสบู บหุ รี่
1247,タイ語_pdfplumber_抽出_最終版.csv,タイ語,18,4.0,駐車禁止,หา้ มจอดรถ
1248,タイ語_pdfplumber_抽出_最終版.csv,タイ語,18,5.0,足もと注意,ระวงั สะดดุ
1249,タイ語_pdfplumber_抽出_最終版.csv,タイ語,18,6.0,開口部注意,ระวงั ชอ่ งเปิด
1250,タイ語_pdfplumber_抽出_最終版.csv,タイ語,18,7.0,感電注意,ระวงั อันตรายจากไฟฟ้า ช็อต
1251,タイ語_pdfplumber_抽出_最終版.csv,タイ語,18,8.0,堕落注意,ระวงั ตกจากทสี่ งู
1252,タイ語_pdfplumber_抽出_最終版.csv,タイ語,18,9.0,頭上注意,ระวงั ศรี ษะ
1253,タイ語_pdfplumber_抽出_最終版.csv,タイ語,18,10.0,警報設備,อปุ กรณ์สญั ญาณเตอื นภัย ป่มุ ขอความชว่ ยเหลอื
1254,タイ語_pdfplumber_抽出_最終版.csv,タイ語,19,12.0,AED設置場所,จดุ ตดิ ตัง้ เครอิ่ งกระตกุ หวั ใจอัตโนมัติ
1255,タイ語_pdfplumber_抽出_最終版.csv,タイ語,19,13.0,保護帽着用,สวมหมวกนริ ภัย
1256,タイ語_pdfplumber_抽出_最終版.csv,タイ語,19,14.0,安全帯使用,สวมสายรัดตัวนริ ภัยกันตก
1257,タイ語_pdfplumber_抽出_最終版.csv,タイ語,19,15.0,昇降階段,บันไดขนึ้ ลง
1258,タイ語_pdfplumber_抽出_最終版.csv,タイ語,21,15.0,昇降階段,บันไดขึ(cid:1144)นลงภายใน นั(cid:1143)งร้าน
1259,タイ語_pdfplumber_抽出_最終版.csv,タイ語,19,16.0,休憩所,หอ้ งนั่งพัก
1260,タイ語_pdfplumber_抽出_最終版.csv,タイ語,19,17.0,最大積載荷重,รับน ้าหนักไดส้ งู สดุ
1261,タイ語_pdfplumber_抽出_最終版.csv,タイ語,19,18.0,喫煙所,ทพี่ ักสบู บหุ รี่
1262,タイ語_pdfplumber_抽出_最終版.csv,タイ語,19,19.0,整理整頓,"สะสาง สะดวก, ซอ้ นใหถ้ กู ตอ้ งสะดวกใช้ ปลอดภัย"
1263,タイ語_pdfplumber_抽出_最終版.csv,タイ語,19,20.0,安全通路,ทางเดนิ ปลอดภัย
1264,タイ語_pdfplumber_抽出_最終版.csv,タイ語,20,1.0,三連クランプ,"ชุดข้อสือ 3 ห่วงติดกัน, ชุดแคลมป์ข้อเสือ 3 ห่วงติดกัน"
1265,タイ語_pdfplumber_抽出_最終版.csv,タイ語,20,2.0,ベルトコンベア （ベルコン）,สายพานลําเลียง
1266,タイ語_pdfplumber_抽出_最終版.csv,タイ語,20,3.0,かけや,"ค้อนไม้ขนาดใหญ, ่ ตะลุมพุก"
1267,タイ語_pdfplumber_抽出_最終版.csv,タイ語,48,4.0,かけや,คอ้ นหัวไม้
1268,タイ語_pdfplumber_抽出_最終版.csv,タイ語,20,4.0,ランマ,"เครื(cid:1143)องกระทุ้ง,ด ิน เครื(cid:1143)องตบดิน"
1269,タイ語_pdfplumber_抽出_最終版.csv,タイ語,20,5.0,自在クランプ,ข้อเสือเป็น (ข้อเสือที(cid:1143) สามารถหมุนไปมาได)้
1270,タイ語_pdfplumber_抽出_最終版.csv,タイ語,20,6.0,キャッチクランプ,"ชุดบีมแคลมป์กับข้อ เสือ, ชุดข้อเสือกับยูแค ลมป์ (ชุดแคลมป์ที(cid:1143)มี แคลมป์ยึดบีมและข้อ เสืออยู่คู่กัน)"
1271,タイ語_pdfplumber_抽出_最終版.csv,タイ語,20,7.0,吊り上げ用クランプ,"แคลมป์ยกเหล็ก, แค ลมป์ยก, แคลมป์จับยก เหล็ก"
1272,タイ語_pdfplumber_抽出_最終版.csv,タイ語,20,8.0,直交クランプ,ข้อเสือตั(cid:1144)งฉาก
1273,タイ語_pdfplumber_抽出_最終版.csv,タイ語,20,9.0,フック,"ตะขอยก, ตะขอ"
1274,タイ語_pdfplumber_抽出_最終版.csv,タイ語,32,6.0,フック,"ดัดโคง้ , ดัดงอเป็นขอ"
1275,タイ語_pdfplumber_抽出_最終版.csv,タイ語,21,10.0,ストレートシャックル,สเก็นตัวย ู(อุปกรณ์ ห่วงโลหะที(cid:1143)ใช้สําหรับ คล้องยึดเข้ากับ อุปกรณ์ต่างๆ)
1276,タイ語_pdfplumber_抽出_最終版.csv,タイ語,21,11.0,滑車,รอก
1277,タイ語_pdfplumber_抽出_最終版.csv,タイ語,21,12.0,クレーン,"ปั(cid:1144)นจ, ั(cid:1143)เคนรน"
1278,タイ語_pdfplumber_抽出_最終版.csv,タイ語,21,13.0,移動式クレーン,ปั(cid:1144)นจั(cid:1143)นชนิดเคลือนท
1279,タイ語_pdfplumber_抽出_最終版.csv,タイ語,21,14.0,介しゃくロープ,เชือกพยุงกันส่าย (เชือกที(cid:1143)ห้อยอยู่กับ ของที(cid:1143)ยกด้วยปั(cid:1144))นจั
1280,タイ語_pdfplumber_抽出_最終版.csv,タイ語,21,16.0,筋かい止めピン,"เดือยล็อคกากบาท, สลักล็อคกากบาท, เดือยล็อคท่อคํ(cid:1144)ายัน นั(cid:1143)งร้าน"
1281,タイ語_pdfplumber_抽出_最終版.csv,タイ語,21,17.0,脚柱ジョイント,ข้อต่อเสานั(cid:1143)งร้าน
1282,タイ語_pdfplumber_抽出_最終版.csv,タイ語,21,18.0,連結ピン,ข้อต่อ
1283,タイ語_pdfplumber_抽出_最終版.csv,タイ語,21,19.0,ジョイント金具,อุปกรณ์ข้อต่อ
1284,タイ語_pdfplumber_抽出_最終版.csv,タイ語,21,20.0,レバーブロック,รอกโยก
1285,タイ語_pdfplumber_抽出_最終版.csv,タイ語,22,21.0,電動のこ（丸のこ）,เลื(cid:1143)อยไฟฟ (้เาลื(cid:1143)อยวง เดือน)
1286,タイ語_pdfplumber_抽出_最終版.csv,タイ語,22,22.0,モンキースパナ,ประแจเลื(cid:1143)อน
1287,タイ語_pdfplumber_抽出_最終版.csv,タイ語,22,23.0,親綱支柱,เสายึดเชือกป้องกัน การตก (เชือกสําหรับ เกี(cid:1143)ยวตะขอสายรัดตัว กันตก)
1288,タイ語_pdfplumber_抽出_最終版.csv,タイ語,22,24.0,ブラケット,นั(cid:1143)งร้านท้าวแขน
1289,タイ語_pdfplumber_抽出_最終版.csv,タイ語,22,25.0,梯子,"บันไดพาด, บันไดพับ"
1290,タイ語_pdfplumber_抽出_最終版.csv,タイ語,23,1.0,親綱,เชอื กป้องกันการตก (เชอื กสา หรับเกยี่ วตะขอ สายรัดตัวกันตก)
1291,タイ語_pdfplumber_抽出_最終版.csv,タイ語,23,2.0,建枠（ビティ）,ขาตัง้ นั่งรา้ น
1292,タイ語_pdfplumber_抽出_最終版.csv,タイ語,23,3.0,メッシュシート,ตาขา่ ยกันฝ่นุ
1293,タイ語_pdfplumber_抽出_最終版.csv,タイ語,23,4.0,防音パネル,แผงกันเสยี ง
1294,タイ語_pdfplumber_抽出_最終版.csv,タイ語,23,5.0,朝顔材,ตาขา่ ยนริ ภัย
1295,タイ語_pdfplumber_抽出_最終版.csv,タイ語,23,6.0,架空線,สายไฟบนเสาไฟฟ้า
1296,タイ語_pdfplumber_抽出_最終版.csv,タイ語,23,7.0,幅木（仮設足場）,ขอบกันตกนั่งรา้ น (นั่งรา้ น ชั่วคราว)
1297,タイ語_pdfplumber_抽出_最終版.csv,タイ語,23,8.0,単管,ทอ่ เหล็ก
1298,タイ語_pdfplumber_抽出_最終版.csv,タイ語,23,9.0,脚立,"บันไดพาด, บันไดพับ"
1299,タイ語_pdfplumber_抽出_最終版.csv,タイ語,23,10.0,作業半径,รัศมกี ารท างาน
1300,タイ語_pdfplumber_抽出_最終版.csv,タイ語,24,11.0,仮ボルト,น็อตไวช้ ั่วคราว
1301,タイ語_pdfplumber_抽出_最終版.csv,タイ語,24,12.0,手直し,แกไ้ ข
1302,タイ語_pdfplumber_抽出_最終版.csv,タイ語,24,13.0,面一,ท าใหว้ สั ดสุ องชนดิ เรยี บ เสมอกัน
1303,タイ語_pdfplumber_抽出_最終版.csv,タイ語,24,14.0,点検事項,รายการตรวจเช็ค
1304,タイ語_pdfplumber_抽出_最終版.csv,タイ語,24,15.0,積載荷重,น ้าหนักบรรทกุ
1305,タイ語_pdfplumber_抽出_最終版.csv,タイ語,24,16.0,すき間,ชอ่ งวา่ ง
1306,タイ語_pdfplumber_抽出_最終版.csv,タイ語,24,17.0,通りを見る,"ตรวจยนื ยัน, ตรวจยนื ยันวา่ เป็นแนวตรง"
1307,タイ語_pdfplumber_抽出_最終版.csv,タイ語,24,18.0,組立,ประกอบ
1308,タイ語_pdfplumber_抽出_最終版.csv,タイ語,24,19.0,地組,ประกอบทพี่ นื้
1309,タイ語_pdfplumber_抽出_最終版.csv,タイ語,24,20.0,天端,ระดับบนสดุ
1310,タイ語_pdfplumber_抽出_最終版.csv,タイ語,25,21.0,玉掛け,การเกยี่ วเชอื กเขา้ กับและ ถอดเชอื กออกจากตะขอ ปั้นจนั่
1311,タイ語_pdfplumber_抽出_最終版.csv,タイ語,25,22.0,合図,การใหส้ ญั ญาน
1312,タイ語_pdfplumber_抽出_最終版.csv,タイ語,25,23.0,定格荷重,พกิ ัดน ้าหนัก
1313,タイ語_pdfplumber_抽出_最終版.csv,タイ語,25,24.0,たち,แนวตัง้ ของเสา
1314,タイ語_pdfplumber_抽出_最終版.csv,タイ語,26,2.0,安全帯,"สายรัดตัวนริ ภัย, ชดุ เซฟตี้ กันตก"
1315,タイ語_pdfplumber_抽出_最終版.csv,タイ語,26,3.0,インサート,"พกุ ฝังคอนกรตี , ปล๊ักฝัง คอนกรตี"
1316,タイ語_pdfplumber_抽出_最終版.csv,タイ語,26,4.0,スペーサ,ลกู ปนู
1317,タイ語_pdfplumber_抽出_最終版.csv,タイ語,26,5.0,鉄筋,"เหล็กเสรมิ , เหล็กเสรมิ แรง"
1318,タイ語_pdfplumber_抽出_最終版.csv,タイ語,26,6.0,電工ドラム（ドラム）,ลอ้ เก็บสายไฟ (โรล สายไฟ)
1319,タイ語_pdfplumber_抽出_最終版.csv,タイ語,26,7.0,電動丸のこ（電のこ）,เลอื่ ยวงเดอื นไฟฟ้า (เลอื่ ยไฟฟ้า)
1320,タイ語_pdfplumber_抽出_最終版.csv,タイ語,26,8.0,パッキン,วสั ดกุ ันซมึ รอยตอ่
1321,タイ語_pdfplumber_抽出_最終版.csv,タイ語,26,9.0,小バール,ชะแลงขนาดเล็ก
1322,タイ語_pdfplumber_抽出_最終版.csv,タイ語,26,10.0,大バール,ชะแลงขนาดใหญ่
1323,タイ語_pdfplumber_抽出_最終版.csv,タイ語,27,11.0,化粧合板,ไมอ้ ัดเคลอื บ
1324,タイ語_pdfplumber_抽出_最終版.csv,タイ語,27,12.0,普通合板,ไมอ้ ัดธรรมดา
1325,タイ語_pdfplumber_抽出_最終版.csv,タイ語,27,13.0,スタイロフォーム,โฟม
1326,タイ語_pdfplumber_抽出_最終版.csv,タイ語,27,14.0,面木,"สามเหลยี่ มลบมมุ , บัวไม้ สามเหลยี่ ม"
1327,タイ語_pdfplumber_抽出_最終版.csv,タイ語,27,15.0,バイブレーター,เครอื่ งสนั่ คอนกรตี
1328,タイ語_pdfplumber_抽出_最終版.csv,タイ語,27,16.0,剥離剤,น ้ายาถอดแบบ
1329,タイ語_pdfplumber_抽出_最終版.csv,タイ語,27,17.0,けこみ板,ไมบ้ ันไดลกู ตัง้
1330,タイ語_pdfplumber_抽出_最終版.csv,タイ語,27,18.0,目地棒,วสั ดกุ ัน้ ใหเ้กดิ แนวร่อง รอยตอ่
