行ID,ファイル名,言語,ページ,番号,日本語,翻訳
1603,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,6,6.0,規則,Patakaran
1604,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,6,7.0,休日,Day-off
1605,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,6,8.0,始業時間,Oras ng simula
1606,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,6,9.0,終業時間,Oras ng katapusan
1607,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,6,10.0,指導員,Tagapagturo
1608,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,6,11.0,生活指導員,Tagapagturo ng pamumuhay
1609,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,6,12.0,担当者,Person in charge / Taong namamahala
1610,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,6,13.0,スイッチ入れるな,Huwag i-on ang switch
1611,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,6,14.0,スイッチ切るな,Huwag i-off ang switch
1612,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,6,15.0,使用禁止,Bawal gamitin
1613,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,7,1.0,5S,5S
1614,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,7,2.0,整理,Suriin
1615,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,7,3.0,整頓,Sinupin
1616,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,7,5.0,清潔,Siguruhin ang kalinisan
1617,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,7,6.0,しつけ,Sariling Kusa
1618,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,7,7.0,掃除（する）,Linis (Maglilinis)
1619,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,8,8.0,片づける,Iaayos
1620,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,46,1.0,片づける,magligpit
1621,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,8,9.0,捨てる,Itatapon
1622,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,46,2.0,捨てる,itapon
1623,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,8,10.0,汚い,Marumi / Madumi
1624,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,8,11.0,汚れる,Marumihan
1625,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,8,12.0,分別（する）,Klasipikasyon (Magbubukod)
1626,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,8,13.0,燃えないごみ,Basurang hindi sinusunog
1627,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,8,14.0,燃えるごみ,Basurang sinusunog
1628,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,8,15.0,挟まれる,Maiipit
1629,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,8,16.0,巻き込まれる,Makawit
1630,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,8,17.0,やけど（する）,Paso (Mapaso)
1631,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,8,18.0,落ちる,Mahulog
1632,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,8,19.0,すべる,Madulas
1633,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,9,20.0,転ぶ,Madapa
1634,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,9,21.0,濡れる,Mabasa
1635,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,9,22.0,衛生,Kaligtasan / Pangangalaga sa kalusugan
1636,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,9,23.0,避難（する）,Paglisan (Lumikas)
1637,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,9,24.0,救急車,Ambulansya
1638,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,9,25.0,災害,Sakuna
1639,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,9,26.0,地震,Lindol
1640,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,9,27.0,もぐる,Sisisid / Punta sa ilalim
1641,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,10,1.0,火気厳禁,Mahigpit na ipinagbabawal ang
1642,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,17,3.0,火気厳禁,Mapanganib: Bawal ang Apoy
1643,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,10,2.0,開放厳禁,Mahigpit na ipinagbabawal ang
1644,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,10,3.0,標識,Babala / Tagapagpahiwatig
1645,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,10,4.0,気をつける,Mag-iingat
1646,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,10,5.0,持ち込む,Dadalhin sa loob
1647,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,10,6.0,防ぐ,Iwasan
1648,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,10,7.0,火,Apoy
1649,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,10,8.0,煙,Usok
1650,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,10,9.0,消火,Patayin ang apoy
1651,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,10,10.0,消火器,Fire extinguisher
1652,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,18,11.0,消火器,Pang-apula ng Apoy
1653,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,10,11.0,非常ベル,Emergency bell
1654,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,10,12.0,火災報知機,Fire alarm
1655,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,10,13.0,逃げる,Tumakbo palayo
1656,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,10,14.0,現場,Lugar ng trabaho
1657,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,10,15.0,作業,Trabaho
1658,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,10,16.0,ミーティング,Miting
1659,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,10,17.0,研修（する）,Pagsasanay (Magsasanay)
1660,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,10,18.0,実習（する）,Training (Pagtratrain)
1661,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,11,19.0,あいさつ,Pagbati
1662,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,11,20.0,確認（する）,Check / Kumpirmasyon (I-checheck / Susuriin)
1663,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,14,16.0,確認（する）,pagtiyak / tiyakin
1664,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,11,21.0,報告（する）,Report / Ulat(Mag-report / Ipagbigay-alam)
1665,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,11,22.0,連絡（する）,Kontak (Makipag-ugnayan)
1666,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,11,23.0,相談（する）,Konsulta (Magkonsulta)
1667,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,11,24.0,渡す,Iaabot
1668,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,11,25.0,申請書,Pormat ng aplikasyon
1669,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,11,26.0,寝坊（する）,Nagising ng tanghali (Magigising ng tanghali)
1670,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,12,1.0,技能,pagsasanay
1671,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,12,2.0,技能検定試験,Trade Skills Test
1672,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,12,3.0,受検（する）,Pagkuha ng pagsusulit
1673,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,12,4.0,資格,kwalipikasyon
1674,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,12,5.0,手当,allowance
1675,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,12,6.0,社員,empleyado
1676,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,12,7.0,部長,hepe ng departamento
1677,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,12,8.0,課長,hepe ng seksyon
1678,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,12,9.0,更衣室,silid bihisan
1679,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,12,10.0,台車,kariton
1680,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,12,11.0,床,sahig
1681,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,12,12.0,出口,labasan
1682,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,12,13.0,電気,kuryente
1683,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,12,14.0,警報音,babalang ingay
1684,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,12,15.0,コンセント,saksakan ng kuryente
1685,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,12,16.0,作業場,lugar ng trabaho
1686,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,12,17.0,作業台,lamesa ng trabaho
1687,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,12,18.0,工事現場,lugar ng konstruksyon
1688,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,12,19.0,職長,foreman
1689,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,24,25.0,職長,foreman
1690,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,12,20.0,作業責任者,tagapangasiwa ng trabaho
1691,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,13,1.0,禁止,bawal
1692,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,13,2.0,表示板,karatula
1693,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,13,3.0,禁止事項,bagay na bawal gawin
1694,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,13,4.0,避難訓練,evacuation drill
1695,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,13,5.0,感電（する）,pagkakuryente / makuryente
1696,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,13,6.0,防止（する）,pagpigil / pigilan
1697,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,13,7.0,予防（する）,pag-iwas / iwasan
1698,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,13,8.0,転倒（する）,pagbagsak / bumagsak
1699,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,13,9.0,挟まる,maipit
1700,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,13,10.0,足元,paanan
1701,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,13,11.0,不安定（な）,hindi matatag
1702,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,13,12.0,後片付け,pagliligpit pagkatapos
1703,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,13,13.0,救急箱,first-aid kit
1704,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,13,14.0,絆創膏,panakip sa sugat
1705,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,13,15.0,体調,pisikal na kondisyon
1706,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,13,16.0,血,dugo
1707,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,13,17.0,熱中症,heatstroke
1708,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,13,18.0,吐き気,alibadbad
1709,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,13,19.0,嘔吐（する）,pagsusuka / magsusuka
1710,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,13,20.0,足がつる,namumulikat ang paa
1711,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,13,21.0,気分が悪い,hindi maganda ang pakiramdam
1712,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,13,22.0,寝不足,kulang sa tulog
1713,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,13,23.0,安全ネット,safety net
1714,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,13,24.0,安全点検,inspeksyon para sa kaligtasan
1715,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,14,1.0,KY活動（危険予知活動）,Aktibidad ng KY (Aktibidad para Kilalanin ang Panganib)
1716,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,14,2.0,危険,panganib
1717,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,14,3.0,ぶつかる,mabangga
1718,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,14,4.0,当たる,tumama
1719,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,14,5.0,下敷きになる,madaganan
1720,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,14,6.0,打つ,tamaan
1721,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,14,7.0,バランスを崩す,mawala ang balanse
1722,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,14,8.0,倒れる,bumagsak
1723,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,14,9.0,転落（する）,pagkahulog / mahulog
1724,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,14,10.0,指差呼称,pagturo at pagtawag
1725,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,14,11.0,ヒヤリハット,muntikang aksidente (Hiyari-hatto)
1726,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,14,12.0,原因,sanhi
1727,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,14,13.0,対策,hakbang upang labanan
1728,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,14,14.0,落下（する）,pagkahulog / mahulog
1729,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,14,15.0,墜落（する）,pagbagsak / bumagsak
1730,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,15,1.0,作業着,uniporme sa trabaho
1731,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,15,2.0,作業服,damit na pantrabaho
1732,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,15,3.0,作業靴,sapatos na pantrabaho
1733,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,15,4.0,手袋,guwantes
1734,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,15,5.0,帽子,cap
1735,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,15,6.0,保護帽（ヘルメット）,proteksiyong pang-ulo (helmet)
1736,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,31,7.0,保護帽（ヘルメット）,reinforcing bar bending machine
1737,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,15,7.0,保護具,kagamitang pamproteksyon
1738,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,15,8.0,あごひも,chin strap
1739,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,15,9.0,ボタン,butones
1740,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,15,10.0,ポケット,bulsa
1741,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,15,11.0,保護メガネ,proteksyong salamin sa mata
1742,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,15,12.0,マスク,mask
1743,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,15,13.0,耳栓,earplug
1744,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,15,14.0,安全靴,sapatos na pangkaligtasan
1745,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,15,15.0,墜落制止用器具（安全 帯）,sinturong pangkaligtasan
1746,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,16,16.0,業務,trabaho
1747,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,16,17.0,時間厳守,laging nasa oras
1748,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,16,18.0,予定,iskedyul
1749,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,16,19.0,日付,petsa
1750,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,16,20.0,準備（する）,paghahanda / maghanda
1751,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,16,21.0,会議,pagpupulong
1752,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,16,22.0,朝礼,pagbati sa umaga
1753,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,16,23.0,報告書,ulat
1754,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,16,24.0,マニュアル,manuwal
1755,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,16,25.0,作業手順書,proseso ng paggawa
1756,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,16,26.0,調子,kalagayan
1757,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,17,1.0,立入禁止,Bawal Pumasok
1758,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,17,2.0,禁煙,Bawal Manigarilyo
1759,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,17,4.0,駐車禁止,Bawal Pumarada
1760,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,17,5.0,足もと注意,Ingatan ang Hakbang!
1761,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,17,6.0,開口部注意,Mapanganib: May Butas sa Sahig
1762,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,17,7.0,感電注意,Mapanganib: May Kuryente
1763,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,17,8.0,堕落注意,Mapanganib: May Maaaring Bumagsak
1764,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,17,9.0,頭上注意,Ingatan ang Ulo!
1765,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,17,10.0,警報設備,Sistemang Pang-alarma
1766,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,18,12.0,AED設置場所,May Nakahandang AED
1767,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,18,13.0,保護帽着用,Magsuot ng Helmet
1768,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,18,14.0,安全帯使用,Magsuot ng Sinturong Pangkaligtasan
1769,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,18,15.0,昇降階段,Hagdanan na Pang- Scaffolding
1770,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,20,15.0,昇降階段,Hagdanan na Pang- Scaffolding
1771,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,18,16.0,休憩所,Pahingahan
1772,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,18,17.0,最大積載荷重,Maximum na kapasidad sa pag-load
1773,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,18,18.0,喫煙所,Lugar para sa Paninigarilyo
1774,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,18,19.0,整理整頓,Panatilihing Maayos
1775,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,18,20.0,安全通路,Ligtas na Daanan / Safety Passage
1776,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,19,1.0,三連クランプ,triple clamp
1777,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,19,2.0,ベルトコンベア （ベルコン）,belt conveyor
1778,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,19,3.0,かけや,maso
1779,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,47,4.0,かけや,maso
1780,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,19,4.0,ランマ,pambayo
1781,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,19,5.0,自在クランプ,movable clamp
1782,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,19,6.0,キャッチクランプ,catch clamp
1783,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,19,7.0,吊り上げ用クランプ,clamp para sa pagbuhat
1784,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,19,8.0,直交クランプ,right angle clamp
1785,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,19,9.0,フック,kawit / hook
1786,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,31,6.0,フック,hook
1787,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,20,10.0,ストレートシャックル,straight shackle
1788,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,20,11.0,滑車,kalo / pulley
1789,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,20,12.0,クレーン,crane
1790,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,20,13.0,移動式クレーン,mobile crane
1791,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,20,14.0,介しゃくロープ,guy rope
1792,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,20,16.0,筋かい止めピン,strut end pin
1793,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,20,17.0,脚柱ジョイント,stud joint
1794,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,20,18.0,連結ピン,connecting pin
1795,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,20,19.0,ジョイント金具,joint metal fitting
1796,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,21,20.0,レバーブロック,lever block
1797,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,21,21.0,電動のこ（丸のこ）,electric circular saw (circular saw)
1798,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,21,22.0,モンキースパナ,monkey spanner
1799,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,21,23.0,親綱支柱,poste ng pangunahing lubid
1800,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,21,24.0,ブラケット,bracket
1801,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,21,25.0,梯子,hagdan
1802,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,22,1.0,親綱,safety line
1803,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,22,2.0,建枠（ビティ）,standard scaffold (Beatty)
1804,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,22,3.0,メッシュシート,mesh sheet
1805,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,22,4.0,防音パネル,soundproof panel
1806,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,22,5.0,朝顔材,protective shelf material
1807,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,22,6.0,架空線,overhead wire
1808,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,22,7.0,幅木（仮設足場）,baseboard (pansamantalang scaffolding)
1809,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,22,8.0,単管,single pipe
1810,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,22,9.0,脚立,natitiklop na hagdan
1811,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,23,10.0,作業半径,operating radius
1812,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,23,11.0,仮ボルト,pansamantalang kandado
1813,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,23,12.0,手直し,pasasaayos
1814,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,23,13.0,面一,flush
1815,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,23,14.0,点検事項,mga bagay na dapat inspeksyunin
1816,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,23,15.0,積載荷重,loading capacity
1817,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,23,16.0,すき間,siwang
1818,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,23,17.0,通りを見る,tingnan ang pagkatuwid
1819,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,23,18.0,組立,pagbubuo
1820,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,23,19.0,地組,pagbubuo sa lugar ng konstruksyon
1821,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,24,20.0,天端,levee crown
1822,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,24,21.0,玉掛け,slinging
1823,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,24,22.0,合図,hudyat
1824,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,24,23.0,定格荷重,rated capacity
1825,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,24,24.0,たち,vertical
1826,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,25,2.0,安全帯,safety belt
1827,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,25,3.0,インサート,insert
1828,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,25,4.0,スペーサ,spacer
1829,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,25,5.0,鉄筋,reinforcing bar
1830,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,25,6.0,電工ドラム（ドラム）,retractable extension cord (drum)
1831,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,25,7.0,電動丸のこ（電のこ）,electric circular saw (circular saw)
1832,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,25,8.0,パッキン,gasket
1833,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,25,9.0,小バール,maliit na crowbar
1834,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,25,10.0,大バール,malaking crowbar
1835,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,26,11.0,化粧合板,decorative plywood
1836,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,26,12.0,普通合板,normal plywood
1837,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,26,13.0,スタイロフォーム,styrofoam
1838,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,26,14.0,面木,chamfer strip
1839,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,26,15.0,バイブレーター,vibrator
1840,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,26,16.0,剥離剤,pangtanggal ng pintura
1841,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,26,17.0,けこみ板,riser plate
1842,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,26,18.0,目地棒,joint strip
1843,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,26,19.0,コンクリート,kongkreto
1844,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,26,20.0,コンベックス,medida
1845,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,27,21.0,作業用手袋,guwantes na pantrabaho
1846,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,27,22.0,差金,carpenter’s square
1847,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,27,23.0,水平器,level gauge
1848,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,27,24.0,墨さし,brush na pangmarka na yari sa kawayan
1849,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,27,25.0,墨つぼ,kagamitang pangmarka ng mahaba at tuwid na guhit
1850,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,28,1.0,丸セパレーター （丸セパ）,bilog na panghiwalay / round separator
1851,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,28,2.0,天端釘,levee crown nail
1852,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,28,3.0,ケレン,surface treatment
1853,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,28,4.0,型枠支保工,form timbering
1854,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,28,5.0,基礎型枠 （メタルフォーム）,foundation form (metal form)
1855,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,28,6.0,釘仕舞い,pag-alis sa pako mula sa form / nail remover
1856,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,28,7.0,スラブ天端,dulong itaas na bahagi ng losa (slab)
1857,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,28,8.0,高さ（タッパ）,taas
1858,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,28,9.0,建込み,pagposisyon nang patayo / vertical position
1859,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,28,10.0,通り,pagkatuwid
1860,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,29,11.0,蹴上げ,riser
1861,タガログ語_pdfplumber_抽出_最終版.csv,タガログ語,29,12.0,蹴込み,footboard
