行ID,ファイル名,言語,ページ,番号,日本語,翻訳
3185,タイ語_pdfplumber_抽出_最終版.csv,タイ語,10,12.0,火災報知機,เครอื่ งเตอื นอคั คภี ัย
3186,タイ語_pdfplumber_抽出_最終版.csv,タイ語,10,13.0,逃げる,หลบหนี
3187,タイ語_pdfplumber_抽出_最終版.csv,タイ語,10,14.0,現場,หนา้ งาน
3188,タイ語_pdfplumber_抽出_最終版.csv,タイ語,10,15.0,作業,งาน
3189,タイ語_pdfplumber_抽出_最終版.csv,タイ語,10,16.0,ミーティング,มตี ตงิ้
3190,タイ語_pdfplumber_抽出_最終版.csv,タイ語,10,17.0,研修（する）,การฝึกงาน (ฝึกงาน)
3191,タイ語_pdfplumber_抽出_最終版.csv,タイ語,10,18.0,実習（する）,การฝึกภาคปฏบิ ัต ิ(ฝึก ภาคปฏบิ ัต)ิ
3192,タイ語_pdfplumber_抽出_最終版.csv,タイ語,10,19.0,あいさつ,ทักทาย
3193,タイ語_pdfplumber_抽出_最終版.csv,タイ語,10,20.0,確認（する）,การตรวจสอบ (ตรวจสอบ)
3194,タイ語_pdfplumber_抽出_最終版.csv,タイ語,11,21.0,報告（する）,การรายงาน (รายงาน)
3195,タイ語_pdfplumber_抽出_最終版.csv,タイ語,11,22.0,連絡（する）,การตดิ ตอ่ (ตดิ ตอ่ )
3196,タイ語_pdfplumber_抽出_最終版.csv,タイ語,11,23.0,相談（する）,การปรกึ ษา (ปรกึ ษา)
3197,タイ語_pdfplumber_抽出_最終版.csv,タイ語,11,24.0,渡す,ยนื่ ให้
3198,タイ語_pdfplumber_抽出_最終版.csv,タイ語,11,25.0,申請書,ใบค ารอ้ ง
3199,タイ語_pdfplumber_抽出_最終版.csv,タイ語,11,26.0,寝坊（する）,่ ่ การตนื สาย (ตนื สาย)
3200,タイ語_pdfplumber_抽出_最終版.csv,タイ語,12,1.0,技能,ทกั ษะทางเทคนิค
3201,タイ語_pdfplumber_抽出_最終版.csv,タイ語,12,2.0,技能検定試験,การสอบวดั ระดับทกั ษะ ทางเทคนคิ
3202,タイ語_pdfplumber_抽出_最終版.csv,タイ語,12,3.0,受検（する）,การเขา้ สอบ (เขา้ สอบ)
3203,タイ語_pdfplumber_抽出_最終版.csv,タイ語,12,4.0,資格,คณุ สมบัติ
3204,タイ語_pdfplumber_抽出_最終版.csv,タイ語,12,5.0,手当,"เบยี้ เลยี้ ง, เงนิ ชว่ ยเหลอื"
3205,タイ語_pdfplumber_抽出_最終版.csv,タイ語,12,6.0,社員,พนักงานบรษิ ัท
3206,タイ語_pdfplumber_抽出_最終版.csv,タイ語,12,7.0,部長,หัวหนา้ ฝ่าย
3207,タイ語_pdfplumber_抽出_最終版.csv,タイ語,12,8.0,課長,หัวหนา้ แผนก
3208,タイ語_pdfplumber_抽出_最終版.csv,タイ語,12,9.0,更衣室,หอ้ งเปลยี่ นเสอื้ ผา้
3209,タイ語_pdfplumber_抽出_最終版.csv,タイ語,12,10.0,台車,รถเข็น
3210,タイ語_pdfplumber_抽出_最終版.csv,タイ語,12,11.0,床,พนื้
3211,タイ語_pdfplumber_抽出_最終版.csv,タイ語,12,12.0,出口,ทางออก
3212,タイ語_pdfplumber_抽出_最終版.csv,タイ語,12,13.0,電気,ไฟฟ้า
3213,タイ語_pdfplumber_抽出_最終版.csv,タイ語,12,14.0,警報音,เสยี งสัญญานเตอื นภัย
3214,タイ語_pdfplumber_抽出_最終版.csv,タイ語,12,15.0,コンセント,"ปล๊กั ไฟ(ตัวเมยี ), เตา้ เสยี บ"
3215,タイ語_pdfplumber_抽出_最終版.csv,タイ語,12,16.0,作業場,สถานทปี่ ฏบิ ัตงิ าน
3216,タイ語_pdfplumber_抽出_最終版.csv,タイ語,12,17.0,作業台,โตะ๊ ท างานชา่ ง
3217,タイ語_pdfplumber_抽出_最終版.csv,タイ語,12,18.0,工事現場,สถานทกี่ อ่ สรา้ ง
3218,タイ語_pdfplumber_抽出_最終版.csv,タイ語,12,19.0,職長,หัวหนา้ งาน
3219,タイ語_pdfplumber_抽出_最終版.csv,タイ語,12,20.0,作業責任者,ผรู้ ับผดิ ชอบงาน
3220,タイ語_pdfplumber_抽出_最終版.csv,タイ語,13,1.0,禁止,หา้ ม
3221,タイ語_pdfplumber_抽出_最終版.csv,タイ語,13,2.0,表示板,ป้ายประกาศ
3222,タイ語_pdfplumber_抽出_最終版.csv,タイ語,13,3.0,禁止事項,ขอ้ หา้ ม
3223,タイ語_pdfplumber_抽出_最終版.csv,タイ語,13,4.0,避難訓練,การฝึกหลบภัยหรอื หนีภัย
3224,タイ語_pdfplumber_抽出_最終版.csv,タイ語,13,5.0,感電（する）,"ไฟฟ้าดดู (ถกู ไฟฟ้าดดู ), ไฟฟ้าช็อต (ถกู ไฟฟ้าช็อต)"
3225,タイ語_pdfplumber_抽出_最終版.csv,タイ語,13,6.0,防止（する）,การป้องกนั ไมใ่ หเ้กดิ (ป้องกนั ไมใ่ หเ้กดิ )
3226,タイ語_pdfplumber_抽出_最終版.csv,タイ語,13,7.0,予防（する）,การป้องกนั ลว่ งหนา้ (ป้องกนั ลว่ งหนา้ )
3227,タイ語_pdfplumber_抽出_最終版.csv,タイ語,13,8.0,転倒（する）,"ลม้ (ลม้ ), การหกลม้ (หก ลม้ )"
3228,タイ語_pdfplumber_抽出_最終版.csv,タイ語,13,9.0,挟まる,"คั่น, หนีบ, ตดิ อยู่"
3229,タイ語_pdfplumber_抽出_最終版.csv,タイ語,13,10.0,足元,ทเี่ ทา้
3230,タイ語_pdfplumber_抽出_最終版.csv,タイ語,13,11.0,不安定（な）,ไมม่ ั่นคง
3231,タイ語_pdfplumber_抽出_最終版.csv,タイ語,13,12.0,後片付け,ท าความสะอาดและเกบ็ เขา้ ที่
3232,タイ語_pdfplumber_抽出_最終版.csv,タイ語,13,13.0,救急箱,กลอ่ งปฐมพยาบาล
3233,タイ語_pdfplumber_抽出_最終版.csv,タイ語,13,14.0,絆創膏,"พลาสเตอรย์ า, เทป สา หรับปิดแผล"
3234,タイ語_pdfplumber_抽出_最終版.csv,タイ語,13,15.0,体調,สภาพรา่ งกาย
3235,タイ語_pdfplumber_抽出_最終版.csv,タイ語,14,16.0,血,เลอื ด
3236,タイ語_pdfplumber_抽出_最終版.csv,タイ語,14,17.0,熱中症,โรคลมแดด
3237,タイ語_pdfplumber_抽出_最終版.csv,タイ語,14,18.0,吐き気,คลนื่ ไส้
3238,タイ語_pdfplumber_抽出_最終版.csv,タイ語,14,19.0,嘔吐（する）,อาเจยี น (อาเจยี น)
3239,タイ語_pdfplumber_抽出_最終版.csv,タイ語,14,20.0,足がつる,มอี าการตะครวิ ทขี่ า
3240,タイ語_pdfplumber_抽出_最終版.csv,タイ語,14,21.0,気分が悪い,รสู้ กึ ไมส่ บาย
3241,タイ語_pdfplumber_抽出_最終版.csv,タイ語,14,22.0,寝不足,นอนไมพ่ อ
3242,タイ語_pdfplumber_抽出_最終版.csv,タイ語,14,23.0,安全ネット,เครอื ขา่ ยความปลอดภัย
3243,タイ語_pdfplumber_抽出_最終版.csv,タイ語,14,24.0,安全点検,การตรวจเช็คความ ปลอดภัย
3244,タイ語_pdfplumber_抽出_最終版.csv,タイ語,15,1.0,KY活動（危険予知活動）,กจิ กรรมKY (กจิ กรรมฝึก การคาดการณ์อนั ตราย ลว่ งหนา้ )
3245,タイ語_pdfplumber_抽出_最終版.csv,タイ語,15,2.0,危険,อนั ตราย
3246,タイ語_pdfplumber_抽出_最終版.csv,タイ語,15,3.0,ぶつかる,ชน
3247,タイ語_pdfplumber_抽出_最終版.csv,タイ語,15,4.0,当たる,"โดน, กระทบ"
3248,タイ語_pdfplumber_抽出_最終版.csv,タイ語,15,5.0,下敷きになる,โดนทับ
3249,タイ語_pdfplumber_抽出_最終版.csv,タイ語,15,6.0,打つ,"ต,ี ตอก, เคาะ"
3250,タイ語_pdfplumber_抽出_最終版.csv,タイ語,15,7.0,バランスを崩す,เสยี การทรงตัว
3251,タイ語_pdfplumber_抽出_最終版.csv,タイ語,15,8.0,倒れる,"ลม้ , ลม้ ป่วย"
3252,タイ語_pdfplumber_抽出_最終版.csv,タイ語,15,9.0,転落（する）,การพลัดตกลงมา (พลัด ตกลงมา)
3253,タイ語_pdfplumber_抽出_最終版.csv,タイ語,15,10.0,指差呼称,การท ามอื ชแี้ ละปากย ้า เพอื่ ความปลอดภัย
3254,タイ語_pdfplumber_抽出_最終版.csv,タイ語,15,11.0,ヒヤリハット,เหตกุ ารณ์เกอื บเกดิ อบุ ัตเิ หตุ
3255,タイ語_pdfplumber_抽出_最終版.csv,タイ語,15,12.0,原因,สาเหตุ
3256,タイ語_pdfplumber_抽出_最終版.csv,タイ語,15,13.0,対策,การรับมอื กบั ปัญหา
3257,タイ語_pdfplumber_抽出_最終版.csv,タイ語,15,14.0,落下（する）,"การหลน่ (หลน่ ), การตก ลงมา (การตกลงมา)"
3258,タイ語_pdfplumber_抽出_最終版.csv,タイ語,15,15.0,墜落（する）,"การตกลงมาจากทสี่ งู (ตก ลงมาจากทสี่ งู ), การตกดงิ่ (ตกดงิ่ )"
3259,タイ語_pdfplumber_抽出_最終版.csv,タイ語,15,16.0,確認（する）,"การตรวจยนื ยนั (ตรวจ ยนื ยนั ), การตรวจสอบ (ตรวจสอบ)"
3260,タイ語_pdfplumber_抽出_最終版.csv,タイ語,16,1.0,作業着,ชดุ ทำ งำน
3261,タイ語_pdfplumber_抽出_最終版.csv,タイ語,16,2.0,作業服,ชดุ ใสป่ ฏบิ ตั งิ ำน
3262,タイ語_pdfplumber_抽出_最終版.csv,タイ語,16,3.0,作業靴,รองเทา้ ปฏบิ ัตงิ าน
3263,タイ語_pdfplumber_抽出_最終版.csv,タイ語,16,4.0,手袋,ถุงมอื
3264,タイ語_pdfplumber_抽出_最終版.csv,タイ語,16,5.0,帽子,หมวก
3265,タイ語_pdfplumber_抽出_最終版.csv,タイ語,16,6.0,保護帽（ヘルメット）,้ หมวกนิรภยั (หมวกเซฟต)ี
3266,タイ語_pdfplumber_抽出_最終版.csv,タイ語,16,7.0,保護具,อปุ กรณ์ป้องกัน
3267,タイ語_pdfplumber_抽出_最終版.csv,タイ語,16,8.0,あごひも,สายรัดคาง
3268,タイ語_pdfplumber_抽出_最終版.csv,タイ語,16,9.0,ボタン,กระดมุ
3269,タイ語_pdfplumber_抽出_最終版.csv,タイ語,16,10.0,ポケット,กระเป๋า
3270,タイ語_pdfplumber_抽出_最終版.csv,タイ語,16,11.0,保護メガネ,แวน่ ตำป้องกนั
3271,タイ語_pdfplumber_抽出_最終版.csv,タイ語,16,12.0,マスク,"หนา้ กาก, หนา้ กากอนามัย"
3272,タイ語_pdfplumber_抽出_最終版.csv,タイ語,16,13.0,耳栓,ทอี่ ดุ หู
3273,タイ語_pdfplumber_抽出_最終版.csv,タイ語,16,14.0,安全靴,รองเทำ้ นิรภยั
3274,タイ語_pdfplumber_抽出_最終版.csv,タイ語,16,15.0,墜落制止用器具（安全 帯）,่ อปุ กรณป์ ้องกนั กำรตกจำกที สงู (สำยรดั ตวั กนั ตก)
3275,タイ語_pdfplumber_抽出_最終版.csv,タイ語,17,16.0,業務,"งาน, ภาระหนา้ ที่"
3276,タイ語_pdfplumber_抽出_最終版.csv,タイ語,17,17.0,時間厳守,การตรงตอ่ เวลา
3277,タイ語_pdfplumber_抽出_最終版.csv,タイ語,17,18.0,予定,ก าหนดการ
3278,タイ語_pdfplumber_抽出_最終版.csv,タイ語,17,19.0,日付,วันที่
3279,タイ語_pdfplumber_抽出_最終版.csv,タイ語,17,20.0,準備（する）,(การ)เตรยี ม
3280,タイ語_pdfplumber_抽出_最終版.csv,タイ語,17,21.0,会議,การประชมุ
3281,タイ語_pdfplumber_抽出_最終版.csv,タイ語,17,22.0,朝礼,การประชมุ เชา้ กอ่ นเรมิ่ งาน
3282,タイ語_pdfplumber_抽出_最終版.csv,タイ語,17,23.0,報告書,หนังสอื รายงาน
3283,タイ語_pdfplumber_抽出_最終版.csv,タイ語,17,24.0,マニュアル,คมู่ อื
3284,タイ語_pdfplumber_抽出_最終版.csv,タイ語,17,25.0,作業手順書,คมู่ อื ขนั้ ตอนการปฏบิ ัตงิ าน
3285,タイ語_pdfplumber_抽出_最終版.csv,タイ語,17,26.0,調子,สภาพการท างานของ รา่ งกายหรอื เครอื่ งจักร
3286,タイ語_pdfplumber_抽出_最終版.csv,タイ語,18,1.0,立入禁止,หา้ มเขา้
3287,タイ語_pdfplumber_抽出_最終版.csv,タイ語,18,2.0,禁煙,หา้ มสบู บหุ รี่
3288,タイ語_pdfplumber_抽出_最終版.csv,タイ語,18,3.0,火気厳禁,หา้ มจดุ ไฟ
3289,タイ語_pdfplumber_抽出_最終版.csv,タイ語,18,4.0,駐車禁止,หา้ มจอดรถ
3290,タイ語_pdfplumber_抽出_最終版.csv,タイ語,18,5.0,足もと注意,ระวงั สะดดุ
3291,タイ語_pdfplumber_抽出_最終版.csv,タイ語,18,6.0,開口部注意,ระวงั ชอ่ งเปิด
3292,タイ語_pdfplumber_抽出_最終版.csv,タイ語,18,7.0,感電注意,ระวงั อันตรายจากไฟฟ้า ช็อต
3293,タイ語_pdfplumber_抽出_最終版.csv,タイ語,18,8.0,堕落注意,ระวงั ตกจากทสี่ งู
3294,タイ語_pdfplumber_抽出_最終版.csv,タイ語,18,9.0,頭上注意,ระวงั ศรี ษะ
3295,タイ語_pdfplumber_抽出_最終版.csv,タイ語,18,10.0,警報設備,อปุ กรณ์สญั ญาณเตอื นภัย ป่มุ ขอความชว่ ยเหลอื
3296,タイ語_pdfplumber_抽出_最終版.csv,タイ語,19,11.0,消火器,ถังดับเพลงิ
3297,タイ語_pdfplumber_抽出_最終版.csv,タイ語,19,12.0,AED設置場所,จดุ ตดิ ตัง้ เครอิ่ งกระตกุ หวั ใจอัตโนมัติ
3298,タイ語_pdfplumber_抽出_最終版.csv,タイ語,19,13.0,保護帽着用,สวมหมวกนริ ภัย
3299,タイ語_pdfplumber_抽出_最終版.csv,タイ語,19,14.0,安全帯使用,สวมสายรัดตัวนริ ภัยกันตก
3300,タイ語_pdfplumber_抽出_最終版.csv,タイ語,19,15.0,昇降階段,บันไดขนึ้ ลง
3301,タイ語_pdfplumber_抽出_最終版.csv,タイ語,19,16.0,休憩所,หอ้ งนั่งพัก
3302,タイ語_pdfplumber_抽出_最終版.csv,タイ語,19,17.0,最大積載荷重,รับน ้าหนักไดส้ งู สดุ
3303,タイ語_pdfplumber_抽出_最終版.csv,タイ語,19,18.0,喫煙所,ทพี่ ักสบู บหุ รี่
3304,タイ語_pdfplumber_抽出_最終版.csv,タイ語,19,19.0,整理整頓,"สะสาง สะดวก, ซอ้ นใหถ้ กู ตอ้ งสะดวกใช้ ปลอดภัย"
3305,タイ語_pdfplumber_抽出_最終版.csv,タイ語,19,20.0,安全通路,ทางเดนิ ปลอดภัย
3306,タイ語_pdfplumber_抽出_最終版.csv,タイ語,20,1.0,三連クランプ,"ชุดข้อสือ 3 ห่วงติดกัน, ชุดแคลมป์ข้อเสือ 3 ห่วงติดกัน"
3307,タイ語_pdfplumber_抽出_最終版.csv,タイ語,20,2.0,ベルトコンベア （ベルコン）,สายพานลําเลียง
3308,タイ語_pdfplumber_抽出_最終版.csv,タイ語,20,3.0,かけや,"ค้อนไม้ขนาดใหญ, ่ ตะลุมพุก"
3309,タイ語_pdfplumber_抽出_最終版.csv,タイ語,20,4.0,ランマ,"เครื(cid:1143)องกระทุ้ง,ด ิน เครื(cid:1143)องตบดิน"
3310,タイ語_pdfplumber_抽出_最終版.csv,タイ語,20,5.0,自在クランプ,ข้อเสือเป็น (ข้อเสือที(cid:1143) สามารถหมุนไปมาได)้
3311,タイ語_pdfplumber_抽出_最終版.csv,タイ語,20,6.0,キャッチクランプ,"ชุดบีมแคลมป์กับข้อ เสือ, ชุดข้อเสือกับยูแค ลมป์ (ชุดแคลมป์ที(cid:1143)มี แคลมป์ยึดบีมและข้อ เสืออยู่คู่กัน)"
3312,タイ語_pdfplumber_抽出_最終版.csv,タイ語,20,7.0,吊り上げ用クランプ,"แคลมป์ยกเหล็ก, แค ลมป์ยก, แคลมป์จับยก เหล็ก"
3313,タイ語_pdfplumber_抽出_最終版.csv,タイ語,20,8.0,直交クランプ,ข้อเสือตั(cid:1144)งฉาก
3314,タイ語_pdfplumber_抽出_最終版.csv,タイ語,20,9.0,フック,"ตะขอยก, ตะขอ"
3315,タイ語_pdfplumber_抽出_最終版.csv,タイ語,21,10.0,ストレートシャックル,สเก็นตัวย ู(อุปกรณ์ ห่วงโลหะที(cid:1143)ใช้สําหรับ คล้องยึดเข้ากับ อุปกรณ์ต่างๆ)
3316,タイ語_pdfplumber_抽出_最終版.csv,タイ語,21,11.0,滑車,รอก
3317,タイ語_pdfplumber_抽出_最終版.csv,タイ語,21,12.0,クレーン,"ปั(cid:1144)นจ, ั(cid:1143)เคนรน"
3318,タイ語_pdfplumber_抽出_最終版.csv,タイ語,21,13.0,移動式クレーン,ปั(cid:1144)นจั(cid:1143)นชนิดเคลือนท
3319,タイ語_pdfplumber_抽出_最終版.csv,タイ語,21,14.0,介しゃくロープ,เชือกพยุงกันส่าย (เชือกที(cid:1143)ห้อยอยู่กับ ของที(cid:1143)ยกด้วยปั(cid:1144))นจั
3320,タイ語_pdfplumber_抽出_最終版.csv,タイ語,21,15.0,昇降階段,บันไดขึ(cid:1144)นลงภายใน นั(cid:1143)งร้าน
3321,タイ語_pdfplumber_抽出_最終版.csv,タイ語,21,16.0,筋かい止めピン,"เดือยล็อคกากบาท, สลักล็อคกากบาท, เดือยล็อคท่อคํ(cid:1144)ายัน นั(cid:1143)งร้าน"
3322,タイ語_pdfplumber_抽出_最終版.csv,タイ語,21,17.0,脚柱ジョイント,ข้อต่อเสานั(cid:1143)งร้าน
3323,タイ語_pdfplumber_抽出_最終版.csv,タイ語,21,18.0,連結ピン,ข้อต่อ
3324,タイ語_pdfplumber_抽出_最終版.csv,タイ語,21,19.0,ジョイント金具,อุปกรณ์ข้อต่อ
3325,タイ語_pdfplumber_抽出_最終版.csv,タイ語,21,20.0,レバーブロック,รอกโยก
3326,タイ語_pdfplumber_抽出_最終版.csv,タイ語,22,21.0,電動のこ（丸のこ）,เลื(cid:1143)อยไฟฟ (้เาลื(cid:1143)อยวง เดือน)
3327,タイ語_pdfplumber_抽出_最終版.csv,タイ語,22,22.0,モンキースパナ,ประแจเลื(cid:1143)อน
3328,タイ語_pdfplumber_抽出_最終版.csv,タイ語,22,23.0,親綱支柱,เสายึดเชือกป้องกัน การตก (เชือกสําหรับ เกี(cid:1143)ยวตะขอสายรัดตัว กันตก)
3329,タイ語_pdfplumber_抽出_最終版.csv,タイ語,22,24.0,ブラケット,นั(cid:1143)งร้านท้าวแขน
3330,タイ語_pdfplumber_抽出_最終版.csv,タイ語,22,25.0,梯子,"บันไดพาด, บันไดพับ"
3331,タイ語_pdfplumber_抽出_最終版.csv,タイ語,23,1.0,親綱,เชอื กป้องกันการตก (เชอื กสา หรับเกยี่ วตะขอ สายรัดตัวกันตก)
3332,タイ語_pdfplumber_抽出_最終版.csv,タイ語,23,2.0,建枠（ビティ）,ขาตัง้ นั่งรา้ น
3333,タイ語_pdfplumber_抽出_最終版.csv,タイ語,23,3.0,メッシュシート,ตาขา่ ยกันฝ่นุ
3334,タイ語_pdfplumber_抽出_最終版.csv,タイ語,23,4.0,防音パネル,แผงกันเสยี ง
3335,タイ語_pdfplumber_抽出_最終版.csv,タイ語,23,5.0,朝顔材,ตาขา่ ยนริ ภัย
3336,タイ語_pdfplumber_抽出_最終版.csv,タイ語,23,6.0,架空線,สายไฟบนเสาไฟฟ้า
3337,タイ語_pdfplumber_抽出_最終版.csv,タイ語,23,7.0,幅木（仮設足場）,ขอบกันตกนั่งรา้ น (นั่งรา้ น ชั่วคราว)
3338,タイ語_pdfplumber_抽出_最終版.csv,タイ語,23,8.0,単管,ทอ่ เหล็ก
3339,タイ語_pdfplumber_抽出_最終版.csv,タイ語,23,9.0,脚立,"บันไดพาด, บันไดพับ"
3340,タイ語_pdfplumber_抽出_最終版.csv,タイ語,23,10.0,作業半径,รัศมกี ารท างาน
3341,タイ語_pdfplumber_抽出_最終版.csv,タイ語,24,11.0,仮ボルト,น็อตไวช้ ั่วคราว
3342,タイ語_pdfplumber_抽出_最終版.csv,タイ語,24,12.0,手直し,แกไ้ ข
3343,タイ語_pdfplumber_抽出_最終版.csv,タイ語,24,13.0,面一,ท าใหว้ สั ดสุ องชนดิ เรยี บ เสมอกัน
3344,タイ語_pdfplumber_抽出_最終版.csv,タイ語,24,14.0,点検事項,รายการตรวจเช็ค
3345,タイ語_pdfplumber_抽出_最終版.csv,タイ語,24,15.0,積載荷重,น ้าหนักบรรทกุ
3346,タイ語_pdfplumber_抽出_最終版.csv,タイ語,24,16.0,すき間,ชอ่ งวา่ ง
3347,タイ語_pdfplumber_抽出_最終版.csv,タイ語,24,17.0,通りを見る,"ตรวจยนื ยัน, ตรวจยนื ยันวา่ เป็นแนวตรง"
3348,タイ語_pdfplumber_抽出_最終版.csv,タイ語,24,18.0,組立,ประกอบ
3349,タイ語_pdfplumber_抽出_最終版.csv,タイ語,24,19.0,地組,ประกอบทพี่ นื้
3350,タイ語_pdfplumber_抽出_最終版.csv,タイ語,24,20.0,天端,ระดับบนสดุ
3351,タイ語_pdfplumber_抽出_最終版.csv,タイ語,25,21.0,玉掛け,การเกยี่ วเชอื กเขา้ กับและ ถอดเชอื กออกจากตะขอ ปั้นจนั่
3352,タイ語_pdfplumber_抽出_最終版.csv,タイ語,25,22.0,合図,การใหส้ ญั ญาน
3353,タイ語_pdfplumber_抽出_最終版.csv,タイ語,25,23.0,定格荷重,พกิ ัดน ้าหนัก
3354,タイ語_pdfplumber_抽出_最終版.csv,タイ語,25,24.0,たち,แนวตัง้ ของเสา
3355,タイ語_pdfplumber_抽出_最終版.csv,タイ語,25,25.0,職長,หวั หนา้ งาน
3356,タイ語_pdfplumber_抽出_最終版.csv,タイ語,26,1.0,安全カバー,ฝาครอบป้องกัน
3357,タイ語_pdfplumber_抽出_最終版.csv,タイ語,26,2.0,安全帯,"สายรัดตัวนริ ภัย, ชดุ เซฟตี้ กันตก"
3358,タイ語_pdfplumber_抽出_最終版.csv,タイ語,26,3.0,インサート,"พกุ ฝังคอนกรตี , ปล๊ักฝัง คอนกรตี"
3359,タイ語_pdfplumber_抽出_最終版.csv,タイ語,26,4.0,スペーサ,ลกู ปนู
3360,タイ語_pdfplumber_抽出_最終版.csv,タイ語,26,5.0,鉄筋,"เหล็กเสรมิ , เหล็กเสรมิ แรง"
3361,タイ語_pdfplumber_抽出_最終版.csv,タイ語,26,6.0,電工ドラム（ドラム）,ลอ้ เก็บสายไฟ (โรล สายไฟ)
3362,タイ語_pdfplumber_抽出_最終版.csv,タイ語,26,7.0,電動丸のこ（電のこ）,เลอื่ ยวงเดอื นไฟฟ้า (เลอื่ ยไฟฟ้า)
3363,タイ語_pdfplumber_抽出_最終版.csv,タイ語,26,8.0,パッキン,วสั ดกุ ันซมึ รอยตอ่
3364,タイ語_pdfplumber_抽出_最終版.csv,タイ語,26,9.0,小バール,ชะแลงขนาดเล็ก
3365,タイ語_pdfplumber_抽出_最終版.csv,タイ語,26,10.0,大バール,ชะแลงขนาดใหญ่
3366,タイ語_pdfplumber_抽出_最終版.csv,タイ語,27,11.0,化粧合板,ไมอ้ ัดเคลอื บ
3367,タイ語_pdfplumber_抽出_最終版.csv,タイ語,27,12.0,普通合板,ไมอ้ ัดธรรมดา
3368,タイ語_pdfplumber_抽出_最終版.csv,タイ語,27,13.0,スタイロフォーム,โฟม
3369,タイ語_pdfplumber_抽出_最終版.csv,タイ語,27,14.0,面木,"สามเหลยี่ มลบมมุ , บัวไม้ สามเหลยี่ ม"
3370,タイ語_pdfplumber_抽出_最終版.csv,タイ語,27,15.0,バイブレーター,เครอื่ งสนั่ คอนกรตี
3371,タイ語_pdfplumber_抽出_最終版.csv,タイ語,27,16.0,剥離剤,น ้ายาถอดแบบ
3372,タイ語_pdfplumber_抽出_最終版.csv,タイ語,27,17.0,けこみ板,ไมบ้ ันไดลกู ตัง้
3373,タイ語_pdfplumber_抽出_最終版.csv,タイ語,27,18.0,目地棒,วสั ดกุ ัน้ ใหเ้กดิ แนวร่อง รอยตอ่
3374,タイ語_pdfplumber_抽出_最終版.csv,タイ語,27,19.0,コンクリート,คอนกรตี
3375,タイ語_pdfplumber_抽出_最終版.csv,タイ語,27,20.0,コンベックス,ตลับเมตร
3376,タイ語_pdfplumber_抽出_最終版.csv,タイ語,28,21.0,作業用手袋,ถงุ มอื สา หรับใชป้ ฏบิ ัตงิ าน
3377,タイ語_pdfplumber_抽出_最終版.csv,タイ語,28,22.0,差金,ฉากเหล็ก
3378,タイ語_pdfplumber_抽出_最終版.csv,タイ語,28,23.0,水平器,"ระดับน ้า, เครอื่ งวดั ระดับ"
3379,タイ語_pdfplumber_抽出_最終版.csv,タイ語,28,24.0,墨さし,ปากกาสา หรับใชต้ เี สน้
3380,タイ語_pdfplumber_抽出_最終版.csv,タイ語,28,25.0,墨つぼ,บักเตา้ ตเี สน้
3381,タイ語_pdfplumber_抽出_最終版.csv,タイ語,29,1.0,丸セパレーター （丸セパ）,อปุ กรณ์ยดึ แบบระบบ ฟอรม์ ไท (ฟอรม์ ไท)
3382,タイ語_pdfplumber_抽出_最終版.csv,タイ語,29,2.0,天端釘,หมดุ ชว่ ยในการปรับระดับ สนั คอนกรตี ฐานราก
3383,タイ語_pdfplumber_抽出_最終版.csv,タイ語,29,3.0,ケレン,ท าความสะอาด
3384,タイ語_pdfplumber_抽出_最終版.csv,タイ語,29,4.0,型枠支保工,ค ้ายัน
3385,タイ語_pdfplumber_抽出_最終版.csv,タイ語,29,5.0,基礎型枠 （メタルフォーム）,แบบหลอ่ คอนกรตี ฐานราก (แบบเหล็ก)
3386,タイ語_pdfplumber_抽出_最終版.csv,タイ語,29,6.0,釘仕舞い,ถอนตะปอู อกและจัดเก็บ หลังจบงาน
3387,タイ語_pdfplumber_抽出_最終版.csv,タイ語,29,7.0,スラブ天端,ระดับบนสดุ ของพนื้
3388,タイ語_pdfplumber_抽出_最終版.csv,タイ語,29,8.0,高さ（タッパ）,ความสงู (สว่ นสงู )
3389,タイ語_pdfplumber_抽出_最終版.csv,タイ語,29,9.0,建込み,ประกอบวสั ดกุ อ่ สรา้ งใน แนวตัง้ ทตี่ าแหน่งตามที่ ก าหนดในแบบ
3390,タイ語_pdfplumber_抽出_最終版.csv,タイ語,29,10.0,通り,เป็นแนวเสน้ ตรง
3391,タイ語_pdfplumber_抽出_最終版.csv,タイ語,30,11.0,蹴上げ,ความสงู ของขัน้ บันได
3392,タイ語_pdfplumber_抽出_最終版.csv,タイ語,30,12.0,蹴込み,สว่ นทขี่ ัน้ บันไดเหลอื่ มกัน
3393,タイ語_pdfplumber_抽出_最終版.csv,タイ語,30,13.0,工具の手入れ,ดแู ลรักษาเครอื่ งมอื
3394,タイ語_pdfplumber_抽出_最終版.csv,タイ語,30,14.0,下げ振り,สายดงิ่
3395,タイ語_pdfplumber_抽出_最終版.csv,タイ語,30,15.0,地墨,ท าเครอื่ งหมายเพอื่ ก าหนดต าแหน่งกอ่ สรา้ ง บนพนื้ ฐานราก
3396,タイ語_pdfplumber_抽出_最終版.csv,タイ語,30,16.0,捨てコンクリート,"การเทลนี , การเทคอนกรตี เพอื่ ปรับผวิ หนา้ ดนิ"
3397,タイ語_pdfplumber_抽出_最終版.csv,タイ語,30,17.0,はね出し,สว่ นทยี่ นื่ ออกมา
3398,タイ語_pdfplumber_抽出_最終版.csv,タイ語,30,18.0,はらみ,เบง่ บวม
